zip,pop,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,two_plus_pct
00601,16721.0,83.15292147598828,1.87787811733748,0.04186352490879732,0.11362956760959272,0.0,8.11554332874828
00602,37510.0,36.73953612370035,1.386296987470008,0.19461476939482805,0.11730205278592376,0.0,56.94481471607571
00603,48317.0,73.57658795041083,3.2535132562038207,0.06622927747997599,0.016557319369993998,0.0,10.191030072231305
00606,5435.0,68.02207911683533,0.22079116835326587,0.0,0.27598896044158233,0.0,6.973321067157314
00610,25413.0,25.900129854798724,2.0658717978987133,0.0039349939007594535,0.0,0.0,62.440483217251014
00611,1522.0,56.57030223390276,3.219448094612352,0.0,0.0,0.0,4.270696452036794
00612,62462.0,26.103871153661427,2.0476449681406295,0.06403893567288911,0.8277032435720918,0.0,44.713585860203004
00616,9836.0,22.753151687677917,4.9511996746644975,0.0,1.5453436356242376,0.0,48.49532330215535
00617,22699.0,22.648574827084893,2.9869157231596106,0.2819507467289308,1.2511564386096303,0.0,49.45592316842151
00622,7950.0,49.660377358490564,4.817610062893082,0.36477987421383645,0.0,0.0,14.528301886792454
00623,39005.0,50.89347519548776,5.260863991795923,0.43327778489937185,0.5127547750288425,0.0,15.890270478143828
00624,21374.0,76.7334144287452,1.6749321605689156,0.0,0.11228595489847479,0.0,7.780480958173482
00627,32753.0,74.72292614417,2.2196440020761457,0.14044515006258967,0.0,0.0,7.385583000030532
00631,1357.0,95.2837140751658,0.5895357406042742,0.0,0.0,0.0,0.2210759027266028
00636,1071.0,70.4014939309057,0.0,0.0,0.0,0.0,6.5359477124183005
00637,22884.0,57.80020975353959,0.7909456388743227,0.08302744275476315,0.04369865408145429,0.0,12.467226009438908
00638,17410.0,34.508902929350945,5.295807007466973,1.395749569213096,0.4595060310166571,0.0,49.74152785755313
00641,23962.0,53.24680744512144,1.6234037225607212,0.0751189383190051,0.27960938152074116,0.0,9.047658793089058
00646,36099.0,31.546580237679713,5.579101914180448,0.0886451148231253,0.0,0.0,51.73827529848472
00647,4611.0,49.18672739102147,5.074821080026025,0.0,0.08674907829104316,0.0,6.723053567555845
00650,13457.0,32.548116222040576,0.7282455227762503,0.0,1.7314408857843502,0.0,44.014267667385006
00652,4492.0,25.734639358860196,1.6251113089937668,0.8236865538735529,1.068566340160285,0.0,58.548530721282276
00653,8665.0,59.8730525100981,2.7582227351413735,0.0,0.0,0.0,7.697634160415465
00656,17815.0,78.82683132191973,2.2845916362615775,0.20207690148751054,0.11226494527083918,0.0,6.331742913275329
00659,37203.0,71.70389484718974,3.8733435475633686,0.3870655592290944,0.013439776362121335,0.0,11.915705722656774
00660,15439.0,29.308893063022218,3.342185374700434,0.0,0.0,0.0,6.619599715007449
00662,40705.0,52.59796093845965,6.365311386807518,0.18425254882692543,0.0810711214838472,0.06878761822871883,16.18965729025918
00664,14816.0,56.51997840172786,2.1058315334773217,0.0,0.0,0.0,9.685475161987041
00667,23116.0,50.72676933725558,3.335352137047932,0.08219415123723828,0.0,0.0,12.770375497490916
00669,27534.0,80.83460448899542,2.1064865257499816,0.05447809980387884,0.0,0.0,7.107576087746059
00670,8553.0,62.07178767683854,3.0632526598854204,0.0,0.0,0.0,7.120308663626798
00674,39288.0,24.7301975157809,2.1380574221136226,0.0,0.09926695174098961,0.0,57.08613317043372
00676,36836.0,75.14659572157672,4.12096861765664,0.3149093278314692,0.0,0.0,9.042784232815723
00677,15432.0,21.643338517366512,2.2939346811819594,0.12960082944530846,0.0,0.0,69.09020217729393
