pubdate,source,title,link
2025-07-12-16-54-02 +0000,nypost,HATE CAB: NYC taxi driver caught on video spewing antisemitic slurs,https://nypost.com/2025/07/12/us-news/nyc-cabbie-caught-on-video-in-antisemitic-outburst/
2025-07-12-16-51-17 +0000,nypost,"Designer Reem Acra — who counts Taylor Swift as a fan — wins $39M payout after fire destroyed 2,000 bridal gowns",https://nypost.com/2025/07/12/us-news/fashion-designer-reem-acra-wins-38-7-million-years-after-fire/
2025-07-12-16-50-32 +0000,bbc,Why cockpit audio deepens the mystery of Air India crash,https://www.bbc.com/news/articles/cx2gy78gpnqo
2025-07-12-16-47-29 +0000,nypost,GOP senator subpoenas FBI for records related to Trump assassination attempt,https://nypost.com/2025/07/12/us-news/gop-sen-ron-johnson-subpoenas-fbi-for-records-related-to-trump-assassination-attempt/
2025-07-12-16-46-00 +0000,wsj,"The U.S. will charge a 30% tariff on the European Union and Mexico effective Aug. 1, President Trump said in letters to the leaders of each trading partner, posted on Truth Social",https://www.wsj.com/economy/trade/trump-threatens-30-tariffs-on-eu-mexico-c48ce36f
2025-07-12-16-36-44 +0000,nypost,Trump floats stripping Rosie O’Donnell of US citizenship: ‘She is a Threat to Humanity’,https://nypost.com/2025/07/12/us-news/trump-threatens-to-strip-rosie-odonnells-us-citizenship/
2025-07-12-16-17-04 +0000,nypost,Widow of Corey Comperatore not satisfied with Secret Service suspensions a year after Trump assassination attempt: ‘That’s not punishment’,https://nypost.com/2025/07/12/us-news/corey-comperatores-widow-not-satisfied-with-secret-service-suspensions/
2025-07-12-16-15-13 +0000,bbc,Trump says EU and Mexico face 30% tariff from August,https://www.bbc.com/news/articles/cyvj13d9ylpo
2025-07-12-16-08-30 +0000,nyt,Two Palestinians Killed in West Bank Clash With Israeli Settlers,https://www.nytimes.com/2025/07/12/world/middleeast/palestinians-killed-by-israelis-in-west-bank.html
2025-07-12-15-56-09 +0000,nypost,How a 10-year-old NYC boy turned his lemonade stand into a full-blown business,https://nypost.com/2025/07/12/us-news/meet-julian-lin-nycs-most-precocious-business-boy/
2025-07-12-15-29-35 +0000,nypost,NYC Councilman and Central Park 5 figure Yusuf Salaam owes six figures in taxes — despite big money from speaking fees,https://nypost.com/2025/07/12/us-news/yusuf-salaam-owes-six-figures-in-taxes-despite-speaking-fees/
2025-07-12-15-18-07 +0000,nypost,Prominent Georgia Republican Brant Frost IV apologizes for $140M Ponzi scheme as judge freezes assets,https://nypost.com/2025/07/12/us-news/georgia-republican-brant-frost-iv-apologizes-for-140m-ponzi-scheme-as-judge-freezes-assets/
2025-07-12-15-08-29 +0000,nypost,Everything we know about the female Secret Service agent in iconic ‘fight!’ Trump photo,https://nypost.com/2025/07/12/us-news/heres-what-we-know-about-the-female-agent-in-iconic-fight-trump-photo/
2025-07-12-14-48-50 +0000,nypost,‘Jews for Zohran’ Mamdani group tied to niece of lefty China-based billionaire,https://nypost.com/2025/07/12/us-news/jews-for-zohran-mamdani-group-tied-to-niece-of-lefty-china-based-billionaire/
2025-07-12-14-44-37 +0000,nypost,Felix the Cat heirs claim they were cut out of $100M in business from popular cartoon feline,https://nypost.com/2025/07/12/us-news/felix-the-cat-heirs-claim-they-were-cut-out-of-100-million-lawsuit/
2025-07-12-14-36-38 +0000,nypost,One of the world’s priciest parking spots is located in Brooklyn,https://nypost.com/2025/07/12/us-news/park-slope-parking-spot-sells-for-close-to-250000/
2025-07-12-14-34-23 +0000,bbc,"Israeli settlers kill Palestinians in West Bank attack, health ministry says",https://www.bbc.com/news/articles/cm2mknzn99eo
2025-07-12-14-24-32 +0000,nypost,"Court throws out plea deal for 9/11 mastermind Khalid Sheikh Mohammed, two other terrorists",https://nypost.com/2025/07/12/us-news/court-throws-out-plea-deal-for-9-11-mastermind-khalid-sheikh-mohammed-two-other-terrorists/
2025-07-12-14-00-00 +0000,wsj,The White House has an explanation for the nearly $2 trillion of manufacturing-related projects announced since the start of the year. It’s the Trump Effect.,https://www.wsj.com/politics/policy/trump-new-us-factories-d2981280
2025-07-12-14-00-00 +0000,nypost,Christians United for Israel offers support where others fail: ‘Won’t let Jewish people suffer on our watch!’,https://nypost.com/2025/07/12/us-news/christians-united-for-israel-offers-support-where-many-fail/
2025-07-12-13-44-16 +0000,nypost,Not very neighborly: Nearly 60% of Canadians see the US as their biggest threat,https://nypost.com/2025/07/12/world-news/nearly-60-of-canadians-see-us-as-nations-biggest-threat/
2025-07-12-13-40-08 +0000,nypost,FEMA removed dozens of Camp Mystic buildings from 100-year flood map before expansion: records,https://nypost.com/2025/07/12/us-news/fema-removed-dozens-of-camp-mystic-buildings-from-100-year-flood-map-before-expansion-records/
2025-07-12-13-26-21 +0000,nypost,Brooklyn DA rules on criminal charges against ‘King of All Pimps’ — who recruited Eliot Spitzer hooker Ashley Dupré,https://nypost.com/2025/07/12/us-news/king-of-all-pimps-who-recruited-then-ny-gov-eliot-spitzer-hooker-ashley-dupre-cleared-in-spat-with-youtuber/
2025-07-12-13-20-04 +0000,bbc,"Arizona resident dies from plague, health officials say",https://www.bbc.com/news/articles/cz7l8w8881qo
2025-07-12-13-08-23 +0000,nypost,"Exploding Nutribullet left NYC man with severed artery, ‘trauma that will last a lifetime’: lawsuit",https://nypost.com/2025/07/12/us-news/exploding-nutribullet-left-nyc-man-with-severed-artery-lawsuit/
2025-07-12-13-02-39 +0000,nypost,Trump announces 30% tariffs for Mexico and EU starting next month,https://nypost.com/2025/07/12/us-news/trump-announces-30-tariffs-for-mexico-and-eu-starting-next-month/
2025-07-12-13-00-50 +0000,nypost,Hochul asks Trump for power to disable nefarious drones — before it’s ‘too late’,https://nypost.com/2025/07/12/us-news/state-seeks-more-power-to-down-drones-before-its-too-late/
