pubdate,source,title,link
2025-07-10-22-45-28 +0000,bbc,Secret Service suspended staff for failings in Trump assassination attempt,https://www.bbc.com/news/articles/cy0w9ev559ro
2025-07-10-22-37-54 +0000,nypost,Rattled NYC elite try to tame Marxist Mamdani,https://nypost.com/2025/07/10/business/rattled-nyc-elite-try-to-tame-marxist-mamdani/
2025-07-10-22-21-01 +0000,bbc,Mahmoud Khalil files $20m claim against Trump administration,https://www.bbc.com/news/articles/cvg4188gl4zo
2025-07-10-22-07-39 +0000,nypost,"Tennis legends Andy Roddick, Martina Navratilova sneer at Bill Ackman for playing in pro match: ‘The biggest joke’",https://nypost.com/2025/07/10/business/tennis-legends-andy-roddick-martina-navratilova-slam-bill-ackman/
2025-07-10-22-00-03 +0000,bbc,UK to return some migrants to France within weeks - PM,https://www.bbc.com/news/articles/c4g2edx410wo
2025-07-10-21-51-24 +0000,bbc,Canadian premier accuses US lawmakers of 'trying to trivialise' wildfires,https://www.bbc.com/news/articles/cvg9jrxvjpjo
2025-07-10-21-51-22 +0000,nypost,Watchdog slams OpenAI with IRS complaint — warning CEO Sam Altman is poised for windfall in violation of US tax law,https://nypost.com/2025/07/10/business/watchdog-slams-openai-with-irs-complaint-warning-ceo-sam-altman-is-poised-for-windfall-in-violation-of-us-tax-law/
2025-07-10-21-51-06 +0000,nyt,"Coal, the Last Survivor of Canada’s Parliament Hill Cat Colony, Dies",https://www.nytimes.com/2025/07/10/world/canada/canada-parliament-cat-colony-dead.html
2025-07-10-21-27-32 +0000,nyt,U.K. and France Sign First Nuclear Pact to Fend Off Threat to Europe,https://www.nytimes.com/2025/07/10/world/europe/starmer-macron-nuclear-agreement.html
2025-07-10-21-23-16 +0000,nyt,Friday Briefing: Israel Says Iran Has Some Uranium Left,https://www.nytimes.com/2025/07/10/briefing/iran-nuclear-program-ukraine-intelligence-killing-france-britain.html
2025-07-10-21-23-05 +0000,nyt,"U.K. Faces Rising Threat From Iranian Plots, Intelligence Committee Says",https://www.nytimes.com/2025/07/10/world/europe/uk-iran-espionage-threats.html
2025-07-10-21-09-56 +0000,bbc,"Children queuing for supplements killed in Israeli strike in Gaza, hospital says",https://www.bbc.com/news/articles/c4gd01g1gxro
