pubdate,source,title,link
2025-06-08-04-22-00 +0000,wsj,"Trump to Send 2,000 National Guard Troops to L.A. After Protests",https://www.wsj.com/us-news/california-protesters-clash-with-federal-agents-for-a-second-day-e23066bb
2025-06-08-04-03-00 +0000,wsj,Israel Is Putting More Women on the Front Line to Help Fix Its Manpower Problem,https://www.wsj.com/world/middle-east/israel-is-putting-more-women-on-the-front-line-to-help-fix-its-manpower-problem-a962fe79
2025-06-08-04-02-00 +0000,wsj,Harvard’s China Ties Become New Front in Battle With Trump,https://www.wsj.com/world/china/harvards-china-ties-become-new-front-in-battle-with-trump-6eb24947
2025-06-08-03-28-29 +0000,startribune,Teenager fatally shot Friday night outside Northtown Mall in Blaine,https://www.startribune.com/one-man-dead-in-shooting-friday-outside-northtown-mall-in-blaine/601368877
2025-06-08-02-50-32 +0000,startribune,"What is the ‘House settlement,’ and what does it mean for the Gophers and NCAA?",https://www.startribune.com/house-v-ncaa-settlement-gophers-mark-coyle-revenue-sharing/601329545
2025-06-08-02-49-23 +0000,startribune,Neal: Trade season is here ... and now it’s time for the Twins to act,https://www.startribune.com/neal-twins-trade-deadline-mlb-offense/601366396
2025-06-08-02-45-33 +0000,bbc,Colombia presidential hopeful shot in head at rally,https://www.bbc.com/news/articles/c9dq8yxxy8zo
2025-06-08-02-17-55 +0000,nypost,Trump arrives at UFC 316 to cheers of ‘USA!’ from packed crowd,https://nypost.com/2025/06/07/us-news/trump-arrives-at-ufc-316-to-usa-cheers-amid-elon-musk-spat-fallout/
2025-06-08-01-33-50 +0000,startribune,"Duluth car-living program for homeless people survives appeal, can reopen in church lot",https://www.startribune.com/duluth-minnesota-car-living-program-homeless-safe-bay-vineyard-church-kenwood-neighborhood/601366014
2025-06-08-01-00-00 +0000,wsj,"Businesses are warning that constantly shifting trade policies are interfering with their ability to plan for the future, leading to hiring and investment freezes",https://www.wsj.com/economy/trump-tariffs-us-economy-business-investment-7d3c6476
2025-06-08-00-53-31 +0000,nypost,Elon Musk body-checked Treasury Secretary Scott Bessent ‘like a rugby player’ during fiery clash at White House: report,https://nypost.com/2025/06/07/us-news/elon-musk-body-checked-treasury-secretary-scott-bessent-like-a-rugby-player-during-fiery-clash-at-white-house-report/
2025-06-07-23-43-00 +0000,startribune,More Canadian wildfire smoke moving into Minnesota on Sunday,https://www.startribune.com/minnesota-statewide-air-quality-alert-sunday-canada-wildfire-smoke-skies/601369164
2025-06-07-23-41-47 +0000,bbc,An ancient writing system confounding myths about Africa,https://www.bbc.com/news/articles/c5ye50xgw8vo
2025-06-07-21-46-12 +0000,startribune,What’s the point? It’s the annual sharpening of the giant pencil on Lake of the Isles,https://www.startribune.com/whats-the-point-its-the-annual-sharpening-of-the-giant-pencil-on-lake-of-the-isles/601369059
2025-06-07-20-47-02 +0000,bbc,"Six killed by Israeli gunfire near Gaza aid site, Hamas officials say",https://www.bbc.com/news/articles/cy5evz4xdklo
2025-06-07-19-48-33 +0000,nypost,Ex-NY Young Republicans leader endorsed by outgoing FCC commissioner to fill his vacancy,https://nypost.com/2025/06/07/us-news/ex-ny-young-republicans-leader-gavin-wax-gets-nod-for-fcc-spot/
2025-06-07-19-15-00 +0000,wsj,Abrego Garcia Returns to U.S. After Mistaken Deportation. Here’s What’s Next.,https://www.wsj.com/us-news/abrego-garcia-returns-to-u-s-after-mistaken-deportation-heres-whats-next-c8bb338a
2025-06-07-18-09-22 +0000,startribune,Meth makes comeback in Minnesota in more dangerous and record ways,https://www.startribune.com/meth-makes-comeback-in-minnesota-in-more-dangerous-and-record-ways/601343057
2025-06-07-18-07-28 +0000,nypost,Trump warns of possible military action if Iran enriches more uranium: ‘Going to have no choice’,https://nypost.com/2025/06/07/us-news/trump-warns-of-military-action-if-iran-enriches-more-uranium/
2025-06-07-17-19-14 +0000,nypost,Trump threatens Elon Musk with ‘very serious consequences’ if he bankrolls Democrats in future elections,https://nypost.com/2025/06/07/us-news/trump-says-elon-musk-will-face-very-serious-consequences-if-he-funds-dems-in-future-elections/
2025-06-07-17-16-59 +0000,bbc,Liberia's ex-speaker charged with arson over parliament fire,https://www.bbc.com/news/articles/cgq3j5nq15wo
2025-06-07-17-06-03 +0000,nypost,"Biden should’ve been given multiple cognitive tests as president, Obama’s doctor says",https://nypost.com/2025/06/07/us-news/biden-shouldve-been-given-multiple-cognitive-tests-obamas-doctor/
2025-06-07-16-59-12 +0000,nypost,"Hillary, Huma and Amal walk into a bar: Newest female Dem power trio spotted at NYC hotspot",https://nypost.com/2025/06/07/us-news/the-newest-female-dem-power-trio-spotted-at-this-manhattan-hotspot/
2025-06-07-16-14-07 +0000,bbc,US brings back El Salvador deportee to face charges,https://www.bbc.com/news/articles/c7v7ynv98r8o
2025-06-07-16-07-07 +0000,nypost,Bronx councilwoman’s bill would mandate life-saving ‘anti-choking’ devices in all NYC schools,https://nypost.com/2025/06/07/us-news/new-bill-would-mandate-anti-choking-devices-in-nyc-schools/
2025-06-07-15-00-00 +0000,wsj,Dolls have become an unlikely flashpoint in the Trump administration’s trade war with China,https://www.wsj.com/economy/trade/china-tariffs-mean-fewer-more-expensive-dolls-for-american-kids-ab5629d1
2025-06-07-14-50-49 +0000,nypost,Elon Musk deletes tweet claiming Trump was ‘in the Epstein files’ in first sign of feud de-escalation,https://nypost.com/2025/06/07/us-news/elon-musk-deletes-tweet-claiming-trump-was-in-the-epstein-files/
2025-06-07-14-39-12 +0000,nyt,Kilmar Abrego Garcia Returned to U.S. From El Salvador to Face Criminal Charges,https://www.nytimes.com/2025/06/06/us/politics/kilmar-abrego-garcia-us-criminal-charges.html
2025-06-07-14-22-44 +0000,bbc,"Body of Thai hostage recovered from Gaza, Israel says",https://www.bbc.com/news/articles/cev4l7kxdllo
2025-06-07-12-03-59 +0000,nypost,"‘No show’ Delgado: NY’s lieutenant governor does little to earn $220K paycheck, records show",https://nypost.com/2025/06/07/us-news/antonio-gelgado-does-little-for-210k-paycheck-records-show/
2025-06-07-12-00-00 +0000,startribune,Once-forgotten pits could be the most significant Indigenous archaeological site in southern Minnesota,https://www.startribune.com/ancient-dakota-quarry-southern-minnesota-chert-flint-tools-grand-meadow/601358614
2025-06-07-10-30-00 +0000,wsj,Heard on the Street: Are steel tariffs as bulletproof as investors seem to believe?,https://www.wsj.com/economy/trade/trump-steel-tariffs-legal-de400826
2025-06-07-10-23-07 +0000,nypost,"Vance says Musk’s public feud with Trump is a ‘huge mistake,’ hopes billionaire ‘comes back into fold’",https://nypost.com/2025/06/07/us-news/jd-vance-speaks-out-on-trump-musk-feud-on-theo-von-podcast/
2025-06-07-10-08-38 +0000,bbc,'They have perfect dark skin': The African nation home to fashion's favourite models,https://www.bbc.com/news/articles/cre99ldr515o
2025-06-07-10-00-06 +0000,nyt,Will Hudson’s Bay’s 355-Year-Old Charter Go to the Highest Bidder?,https://www.nytimes.com/2025/06/07/world/canada/will-hudsons-bays-355-year-old-charter-go-to-the-highest-bidder.html
2025-06-07-09-00-00 +0000,wsj,"Elon Musk and House Republicans both promised to tackle federal spending. It turns out only one of them was serious, and it wasn’t Musk, the WSJ’s Greg Ip writes.",https://www.wsj.com/politics/policy/republican-spending-bill-elon-musk-criticism-138cd0ee
2025-06-07-05-28-54 +0000,nyt,"Marc Garneau, First Canadian in Space and Foreign Minister, Dies at 76",https://www.nytimes.com/2025/06/05/world/canada/mark-garneau-canadian-astronaut-dead.html
2025-06-07-04-59-51 +0000,nypost,Trump orders FAA to remove supersonic flight restrictions: ‘Bold new chapter in aerospace innovation’,https://nypost.com/2025/06/07/us-news/trump-orders-faa-to-remove-supersonic-flight-restrictions/
