pubdate,source,title,link
2025-07-13-04-42-56 +0000,nypost,DOJ drops charges against Utah surgeon accused of injecting fake COVID-19 shots and destroying $28K of real vaccines,https://nypost.com/2025/07/13/us-news/doj-drops-charges-against-utah-surgeon-accused-of-injecting-fake-covid-19-shots-and-destroying-28k-of-real-vaccines/
2025-07-13-04-28-08 +0000,nyt,Modi Wants More Indians to Speak Hindi. Some States Are Shouting ‘No.’,https://www.nytimes.com/2025/07/13/world/asia/india-modi-hindi.html
2025-07-13-03-34-49 +0000,bbc,EU and Mexico criticise Trump's proposed 30% tariff,https://www.bbc.com/news/articles/cyvj13d9ylpo
2025-07-13-03-06-33 +0000,nypost,Knife-wielding robbery suspect on e-bike hit and killed by car during NYC police chase,https://nypost.com/2025/07/12/us-news/knife-wielding-robbery-suspect-on-e-bike-hit-and-killed-by-car-during-nyc-police-chase/
2025-07-13-02-44-25 +0000,nypost,Border czar Tom Homan delivers fiery response to anti-ICE activist interrupting him: ‘You want some? Come get some’,https://nypost.com/2025/07/12/us-news/border-czar-tom-homan-delivers-stern-warning-to-anti-ice-protesters-you-want-some-come-get-some/
2025-07-13-02-24-58 +0000,nypost,"Twisted Nevada mom, 28, accused of tossing newborn in dumpster –said abandoning child in trash ‘was her best option’",https://nypost.com/2025/07/12/us-news/twisted-nevada-mom-28-accused-of-tossing-newborn-in-dumpster-said-abandoning-child-in-trash-was-her-best-option/
2025-07-13-01-04-00 +0000,wsj,Answers to frequently asked questions about The Wall Street Journal's Economic Forecasting survey plus links to stories and archival data.,https://www.wsj.com/economy/economic-forecasting-survey-archive-11617814998
2025-07-13-01-00-00 +0000,wsj,"Economists expect stronger growth and job creation, lower risk of recession and cooler inflation than they did three months ago, according to a Wall Street Journal survey",https://www.wsj.com/economy/economists-see-lower-recession-risk-and-stronger-job-growth-wsj-survey-10d6e476
2025-07-13-00-16-32 +0000,nypost,"Mass shooting erupts at Tennessee class reunion, sending four to the hospital — shooter on the loose",https://nypost.com/2025/07/12/us-news/reunion-in-tennesee-cut-short-by-shooting-that-wounds-four/
2025-07-13-00-00-42 +0000,bbc,Putin's friend Gergiev set to perform as Italy breaks ban on pro-Kremlin artists,https://www.bbc.com/news/articles/czxw4n7vy70o
2025-07-12-23-56-51 +0000,nypost,Trump defends Pam Bondi hours after FBI boss Kash Patel squashed ‘conspiracy’ resignation rumors over Epstein files uproar,https://nypost.com/2025/07/12/us-news/trump-defends-pam-bondi-hours-after-fbi-boss-kash-patel-squashed-conspiracy-resignation-rumors-over-epstein-files-uproar/
2025-07-12-23-56-15 +0000,bbc,When an unsung Indian helped Austrian Jews escape the Nazis,https://www.bbc.com/news/articles/crl0r5wrkexo
2025-07-12-23-45-33 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
2025-07-12-23-40-23 +0000,bbc,BBC gains rare access to the Congolese mine powering mobile phones,https://www.bbc.com/news/articles/cyvj986l615o
2025-07-12-23-38-06 +0000,nypost,Sonic scientists create fiery show in Brooklyn  with experimental instruments that spew flames,https://nypost.com/2025/07/12/us-news/fire-spewing-instruments-on-display-in-brooklyn/
2025-07-12-23-22-07 +0000,nypost,Bringing down the dog house: cute pets gather with stars at Shubert Alley for Broadway Barks adoption event,https://nypost.com/2025/07/12/us-news/stars-turn-out-for-27th-broadway-barks-event/
2025-07-12-23-13-58 +0000,bbc,North Korea reaffirms support for Russia's war in Ukraine,https://www.bbc.com/news/articles/czeyxrng6gro
2025-07-12-23-05-15 +0000,bbc,Judge bars Trump administration from 'indiscriminately' detaining immigrants,https://www.bbc.com/news/articles/c4ge469g7p5o
2025-07-12-22-31-52 +0000,nypost,"Socialist NYC mayoral candidate Zohran Mamdani’s dad sits on council of anti-Israel group, sympathetic of suicide bombers",https://nypost.com/2025/07/12/us-news/mamdanis-dad-part-of-anti-israel-group-sympathetic-to-suicide-bombers/
