pubdate,source,title,link
2025-07-11-18-48-58 +0000,nypost,10 illegal migrant kids found at California pot farm as feds launch ‘child labor’ probe,https://nypost.com/2025/07/11/us-news/10-illegal-migrant-kids-found-at-california-pot-farm-as-feds-launch-child-labor-probe/
2025-07-11-18-46-46 +0000,nypost,Numbskull snaps pics of NYC sunset while subway surfing – days after teen died on same train,https://nypost.com/2025/07/11/us-news/numbskull-snaps-pics-of-nyc-sunset-while-subway-surfing-days-after-teen-died-on-same-train/
2025-07-11-18-35-18 +0000,bbc,Draw puts Mali on brink of Wafcon quarter-finals,https://www.bbc.com/sport/football/articles/c70rn9zllp2o
2025-07-11-18-22-44 +0000,nyt,Republicans Blame Canada for Wildfire Smoke ‘Suffocating’ the U.S.,https://www.nytimes.com/2025/07/11/world/canada/wildfire-smoke-manitoba-us-congress.html
2025-07-11-18-21-04 +0000,nyt,Trump Says NATO Countries Will Buy Weapons to Give to Ukraine,https://www.nytimes.com/2025/07/11/world/europe/trump-nato-weapons-ukraine.html
2025-07-11-18-00-07 +0000,nypost,Supreme Court Justice Ketanji Brown Jackson has sleepless nights triggered by ‘the state of our democracy’,https://nypost.com/2025/07/11/us-news/supreme-justice-ketanji-brown-jackson-triggered-by-state-of-our-democracy/
2025-07-11-17-52-39 +0000,nyt,"As Trump Sows Tariff Confusion, Rules of Global Commerce Give Way to Chaos",https://www.nytimes.com/2025/07/11/world/europe/trump-tariffs-global-trade-deals.html
2025-07-11-17-45-56 +0000,nyt,Strava Fitness App Revealed Locations of Swedish Leaders,https://www.nytimes.com/2025/07/11/world/europe/strava-sweden-bodyguards-prime-minister.html
2025-07-11-17-30-02 +0000,nyt,Trump’s Latest Canada Tariff Threats Come Despite Cordial Negotiations With Carney,https://www.nytimes.com/2025/07/11/world/canada/canada-trump-tariffs-trade-talks.html
2025-07-11-17-29-01 +0000,nypost,"Trump eyes China visit for tariff talks, Rubio says after Malaysia meeting",https://nypost.com/2025/07/11/us-news/trump-eyes-china-visit-for-tariff-talks-rubio-says-after-malaysia-meeting/
