pubdate,source,title,link
2025-07-11-05-02-58 +0000,bbc,Afghan taxi drivers beat the heat with handmade air coolers,https://www.bbc.com/news/articles/cd6gzgvd9vxo
2025-07-11-05-02-44 +0000,bbc,Kurdish PKK to lay down arms in big step towards ending Turkey conflict,https://www.bbc.com/news/articles/cyvj5v67ly9o
2025-07-11-05-00-27 +0000,bbc,Starmer and Macron plead for patience in an impatient world,https://www.bbc.com/news/articles/clynxqdr157o
2025-07-11-04-36-27 +0000,bbc,Trump threatens 35% tariffs on Canadian goods,https://www.bbc.com/news/articles/cvg819n954mo
2025-07-11-01-50-02 +0000,bbc,Judge blocks Trump's birthright order after Supreme Court ruling,https://www.bbc.com/news/articles/c0l4jw5glplo
2025-07-11-00-45-05 +0000,bbc,Asia is reeling from Trump's tariff salvo – is anyone winning?,https://www.bbc.com/news/articles/ckg5l2yy42eo
2025-07-10-23-23-47 +0000,bbc,Mahmoud Khalil files $20m claim against Trump administration,https://www.bbc.com/news/articles/cvg4188gl4zo
2025-07-10-22-59-09 +0000,bbc,"In the country with the world's lowest birth rate, fertility clinics are booming",https://www.bbc.com/news/articles/c20wg50l563o
2025-07-10-22-45-28 +0000,bbc,Secret Service suspended staff for failings in Trump assassination attempt,https://www.bbc.com/news/articles/cy0w9ev559ro
2025-07-10-22-00-03 +0000,bbc,"UK to return some migrants to France within weeks, PM says",https://www.bbc.com/news/articles/c4g2edx410wo
2025-07-10-21-51-24 +0000,bbc,Canadian premier accuses US lawmakers of 'trying to trivialise' wildfires,https://www.bbc.com/news/articles/cvg9jrxvjpjo
2025-07-10-21-51-06 +0000,nyt,"Coal, the Last Survivor of Canada’s Parliament Hill Cat Colony, Dies",https://www.nytimes.com/2025/07/10/world/canada/canada-parliament-cat-colony-dead.html
2025-07-10-20-22-01 +0000,nyt,US-Brazil Tariffs: What to Know About Trump’s History With Bolsonaro,https://www.nytimes.com/2025/07/10/world/americas/trump-bolsonaro-brazil-tariffs.html
2025-07-10-20-13-58 +0000,bbc,The Wimbledon finalist who lost in qualifying last year,https://www.bbc.com/sport/tennis/articles/cwyrk91g912o
2025-07-10-20-10-28 +0000,nyt,"Targeting Brazil, Trump Tests Legal Limit of His Tariff Powers",https://www.nytimes.com/2025/07/10/us/politics/trump-brazil-tariffs-legal-limit.html
2025-07-10-19-54-38 +0000,bbc,Councillor calls man-made global warming a 'hoax',https://www.bbc.com/news/articles/c0j458q00e2o
2025-07-10-19-45-28 +0000,bbc,Watch: Rare shelf cloud seen over Maryland amid severe weather,https://www.bbc.com/news/videos/cwyg93lzqd7o
2025-07-10-19-31-31 +0000,bbc,Texas officials face questions about emergency alerts during deadly floods,https://www.bbc.com/news/articles/cq537dp2ello
2025-07-10-19-30-10 +0000,bbc,'I can't drink the water' - life next to a US data centre,https://www.bbc.com/news/articles/cy8gy7lv448o
2025-07-10-18-19-52 +0000,bbc,Why is Trump targeting Brazil - and will it backfire for Bolsonaro?,https://www.bbc.com/news/articles/crk68drj57mo
2025-07-10-18-00-31 +0000,bbc,"'One in, one out' sounds simple - but the migrant deal could be complicated",https://www.bbc.com/news/articles/c8d60djgqndo
2025-07-10-17-47-49 +0000,bbc,Swedish minister reveals teenage son linked to extremist groups,https://www.bbc.com/news/articles/c0k7ek2xlndo
2025-07-10-16-57-31 +0000,bbc,Ukrainian intelligence officer shot dead in Kyiv,https://www.bbc.com/news/articles/cx2l8kwd13wo
2025-07-10-16-52-48 +0000,bbc,Investigation into bans for Grenfell firms paused,https://www.bbc.com/news/articles/cq537ey5ggjo
2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
2025-07-10-16-38-20 +0000,bbc,Original Birkin bag shatters record with £7m sale,https://www.bbc.com/news/articles/cly8zvexp42o
2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
2025-07-10-15-36-13 +0000,bbc,Emergency crews rescue 31 after Los Angeles tunnel collapse,https://www.bbc.com/news/videos/clynx3qzx3xo
2025-07-10-15-12-26 +0000,nyt,How El Salvador Is Reaping Rewards From Trump’s Deportation Agenda,https://www.nytimes.com/2025/07/10/world/americas/trump-migrants-el-salvador-bukele.html
2025-07-10-14-13-03 +0000,bbc,Ex-Tory chairman Jake Berry defects to Reform UK,https://www.bbc.com/news/articles/cx24lll3n99o
2025-07-10-13-48-19 +0000,bbc,"It's too easy to claim benefits in UK, Badenoch says",https://www.bbc.com/news/articles/c80p1gdvyggo
