pubdate,source,title,link
2025-07-13-03-06-33 +0000,nypost,Knife-wielding robbery suspect on e-bike hit and killed by car during NYC police chase,https://nypost.com/2025/07/12/us-news/knife-wielding-robbery-suspect-on-e-bike-hit-and-killed-by-car-during-nyc-police-chase/
2025-07-13-02-44-25 +0000,nypost,Border czar Tom Homan delivers fiery response  to anti-ICE activist interrupting him: ‘You want some? Come get some’,https://nypost.com/2025/07/12/us-news/border-czar-tom-homan-delivers-stern-warning-to-anti-ice-protesters-you-want-some-come-get-some/
2025-07-13-02-24-58 +0000,nypost,"Twisted Nevada mom, 28, accused of tossing newborn in dumpster –said abandoning child in trash ‘was her best option’",https://nypost.com/2025/07/12/us-news/twisted-nevada-mom-28-accused-of-tossing-newborn-in-dumpster-said-abandoning-child-in-trash-was-her-best-option/
2025-07-13-01-04-00 +0000,wsj,Answers to frequently asked questions about The Wall Street Journal's Economic Forecasting survey plus links to stories and archival data.,https://www.wsj.com/economy/economic-forecasting-survey-archive-11617814998
2025-07-13-01-00-00 +0000,wsj,"Economists expect stronger growth and job creation, lower risk of recession and cooler inflation than they did three months ago, according to a Wall Street Journal survey",https://www.wsj.com/economy/economists-see-lower-recession-risk-and-stronger-job-growth-wsj-survey-10d6e476
2025-07-13-00-27-45 +0000,startribune,"Minnesota Lynx waive Alissa Pili, their 2024 first-round draft pick",https://www.startribune.com/alissa-pili-waived-minnesota-lynx-first-round-wnba-draft-pick-2024-emma-meesseman/601420788
2025-07-13-00-16-32 +0000,nypost,"Mass shooting erupts at Tennessee class reunion, sending four to the hospital — shooter on the loose",https://nypost.com/2025/07/12/us-news/reunion-in-tennesee-cut-short-by-shooting-that-wounds-four/
2025-07-13-00-15-23 +0000,startribune,Reusse: Pirates’ Andrew McCutchen stands alone as active position player who endured Metrodome,https://www.startribune.com/patrick-reusse-twins-andrew-mccutchen-pittsburgh-pirates-target-field-metrodome/601372560
2025-07-12-23-56-51 +0000,nypost,Trump defends Pam Bondi hours after FBI boss Kash Patel squashed ‘conspiracy’ resignation rumors over Epstein files uproar,https://nypost.com/2025/07/12/us-news/trump-defends-pam-bondi-hours-after-fbi-boss-kash-patel-squashed-conspiracy-resignation-rumors-over-epstein-files-uproar/
2025-07-12-23-45-33 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
2025-07-12-23-38-06 +0000,nypost,Sonic scientists create fiery show in Brooklyn  with experimental instruments that spew flames,https://nypost.com/2025/07/12/us-news/fire-spewing-instruments-on-display-in-brooklyn/
2025-07-12-23-22-07 +0000,nypost,Bringing down the dog house: cute pets gather with stars at Shubert Alley for Broadway Barks adoption event,https://nypost.com/2025/07/12/us-news/stars-turn-out-for-27th-broadway-barks-event/
2025-07-12-22-31-52 +0000,nypost,"Socialist NYC mayoral candidate Zohran Mamdani’s dad sits on council of anti-Israel group, sympathetic of suicide bombers",https://nypost.com/2025/07/12/us-news/mamdanis-dad-part-of-anti-israel-group-sympathetic-to-suicide-bombers/
2025-07-12-22-29-02 +0000,nypost,Trump set to join prestigious presidential roadway honor roll near his beloved Florida estate,https://nypost.com/2025/07/12/us-news/trump-set-to-join-prestigious-presidential-roadway-honor-roll-near-his-beloved-florida-estate/
2025-07-12-22-10-44 +0000,nypost,"Blazing inferno tears through Bay Ridge building in Brooklyn, injuring 4 including firefighter",https://nypost.com/2025/07/12/us-news/marshals-probing-cause-of-blaze/
2025-07-12-22-00-31 +0000,nypost,At least one killed after two men jump into NYC waters in separate incidents,https://nypost.com/2025/07/12/us-news/one-man-jumped-off-bridge-another-entered-water-from-pier/
2025-07-12-21-56-09 +0000,nypost,"Video appears to show woman plowing through ICE protestors in New Jersey, injuring 3",https://nypost.com/2025/07/12/us-news/woman-drives-through-ice-protest-in-north-new-jersey/
2025-07-12-21-40-49 +0000,nypost,These are the forgotten NYC nabes that became real estate hot spots in the last decade: report,https://nypost.com/2025/07/12/real-estate/median-sale-prices-doubled-or-more-in-these-24-nyc-neighborhoods-report/
2025-07-12-21-34-16 +0000,nypost,Swarthy 21-year-old wins ‘complete joke’ Leonardo DiCaprio lookalike contest,https://nypost.com/2025/07/12/lifestyle/this-21-year-old-nj-resident-was-crowned-leonardo-dicaprio-doppelganger/
2025-07-12-21-05-01 +0000,startribune,Unhealthy smoke from Canadian wildfires blankets the Upper Midwest when people want to be outside,https://www.startribune.com/unhealthy-smoke-from-canadian-wildfires-blankets-the-upper-midwest-when-people-want-to-be-outside/601420717
2025-07-12-20-56-38 +0000,nypost,"Secret Service officials were aware of ‘classified threat’ 10 days before Butler assassination attempt, failed to tell agents guarding Trump",https://nypost.com/2025/07/12/us-news/top-secret-service-officials-were-aware-of-classified-threat-10-days-before-butler-assassination-attempt-and-failed-to-tell-agents-law-enforcement-guarding-trump/
2025-07-12-20-51-58 +0000,startribune,UnitedHealth invokes executive’s murder in campaign to quiet critics,https://www.startribune.com/unitedhealth-campaign-quiet-critics/601420679
2025-07-12-20-45-52 +0000,nypost,"Ocasio-Cortez slammed over ‘defamatory’ Trump, Jeffrey Epstein post: ‘Sue AOC into bankruptcy’",https://nypost.com/2025/07/12/us-news/ocasio-cortez-slammed-over-defamatory-trump-jeffrey-epstein-post-sue-aoc-into-bankruptcy/
2025-07-12-20-22-44 +0000,nypost,"Gun-toting duo pistol-whip, rip $75K in jewelry off victim at his luxury NY pad: cops",https://nypost.com/2025/07/12/us-news/masked-gun-toting-duo-rip-75k-in-jewelry-from-westchester-homeowner/
2025-07-12-20-12-43 +0000,nypost,"Notorious member of ‘Hillside Stranglers’ serial killing duo, Kenneth Bianchi, denied parole",https://nypost.com/2025/07/12/us-news/hillside-stranglers-parole-denied-for-the-8th-time-by-california-board/
2025-07-12-20-04-51 +0000,nypost,Iranian fatwa crowdfunding effort claims to have raised $40M for bounty on President Trump’s head,https://nypost.com/2025/07/12/us-news/iranian-fatwa-crowdfunding-effort-raises-40m-to-kill-president-trump/
2025-07-12-19-51-56 +0000,nypost,Billionaire’s son ignored $15M promise to buy Jackson Pollock painting: lawsuit,https://nypost.com/2025/07/12/us-news/david-mimran-sued-for-failing-to-pay-for-15m-jackson-pollock/
2025-07-12-19-40-22 +0000,nyt,Rubio Visits Asia in Shadow of Trump’s Tariffs,https://www.nytimes.com/video/world/asia/100000010277461/rubio-visits-asia-in-shadow-of-trumps-tariffs.html
2025-07-12-17-13-05 +0000,nyt,Two Palestinians Are Killed in a West Bank Clash With Israeli Settlers,https://www.nytimes.com/2025/07/12/world/middleeast/palestinians-killed-by-israelis-in-west-bank.html
2025-07-12-17-01-00 +0000,wsj,"The U.S. will charge a 30% tariff on the European Union and Mexico effective Aug. 1, President Trump said in letters to the leaders of each trading partner, posted on Truth Social",https://www.wsj.com/economy/trade/trump-threatens-30-tariffs-on-eu-mexico-c48ce36f
2025-07-12-16-47-29 +0000,nypost,GOP senator subpoenas FBI for records related to Trump assassination attempt,https://nypost.com/2025/07/12/us-news/gop-sen-ron-johnson-subpoenas-fbi-for-records-related-to-trump-assassination-attempt/
2025-07-12-16-36-44 +0000,nypost,Rosie O’Donnell fires back after Trump says he may strip her of US citizenship in latest tiff of decadeslong feud,https://nypost.com/2025/07/12/us-news/trump-threatens-to-strip-rosie-odonnells-us-citizenship/
2025-07-12-16-17-04 +0000,nypost,Widow of killed fire chief not satisfied with Secret Service suspensions over Trump assassination attempt,https://nypost.com/2025/07/12/us-news/corey-comperatores-widow-not-satisfied-with-secret-service-suspensions/
2025-07-12-15-19-11 +0000,nyt,Timeline Details Final Seconds of Crashed Air India Flight,https://www.nytimes.com/2025/07/12/world/asia/air-india-crash-report-timeline.html
2025-07-12-14-48-50 +0000,nypost,‘Jews for Zohran’ Mamdani group tied to niece of lefty China-based billionaire,https://nypost.com/2025/07/12/us-news/jews-for-zohran-mamdani-group-tied-to-niece-of-lefty-china-based-billionaire/
2025-07-12-14-00-00 +0000,wsj,The White House has an explanation for the nearly $2 trillion of manufacturing-related projects announced since the start of the year. It’s the Trump Effect.,https://www.wsj.com/politics/policy/trump-new-us-factories-d2981280
