pubdate,source,title,link
2025-06-18-19-40-00 +0000,wsj,Fed officials continued to pencil in two rate cuts this year as they agreed to hold rates steady today,https://www.wsj.com/economy/central-banking/fed-holds-rates-steady-and-keeps-door-open-to-cuts-5d523f9f
2025-06-18-19-36-52 +0000,nyt,Hurricane Erick Nears Mexico’s Southern Coast as Category 2 Storm,https://www.nytimes.com/2025/06/18/weather/hurricane-erick-mexico.html
2025-06-18-19-31-00 +0000,bbc,Karen Read found not guilty of murder of her police officer boyfriend,https://www.bbc.com/news/articles/ckgnk27z504o
2025-06-18-19-26-14 +0000,bbc,Watch: Trump installs enormous US flags at the White House,https://www.bbc.com/news/videos/ckg3n1yl5k8o
2025-06-18-19-14-43 +0000,bbc,"Eleven killed by Israeli fire while seeking aid in Gaza, rescuers say",https://www.bbc.com/news/articles/c7841705x18o
2025-06-18-18-46-45 +0000,bbc,Man jailed for threatening posts to DUP politician,https://www.bbc.com/news/articles/cq53elydd1lo
2025-06-18-18-40-49 +0000,bbc,Kendall 'firm in convictions' ahead of welfare vote,https://www.bbc.com/news/articles/cx2j0n750n2o
2025-06-18-18-38-55 +0000,bbc,Reform councillors reported to police by colleague,https://www.bbc.com/news/articles/cddz4y23ze6o
2025-06-18-18-25-00 +0000,wsj,Bank of Canada Gov. Tiff Macklem said it is possible the central bank’s preferred gauges of core inflation might be overstating how much prices are rising,https://www.wsj.com/articles/canada-core-cpi-measures-may-be-overstating-price-rise-bocs-macklem-says-3e116214
2025-06-18-17-51-00 +0000,wsj,"‘Tariffs have lowered our exports and weighed on employment,’ Bank of Canada Gov. Tiff Macklem says",https://www.wsj.com/articles/bank-of-canada-to-monitor-signs-of-broader-job-market-weakness-tiff-macklem-says-30d2f2f5
2025-06-18-17-34-48 +0000,bbc,"'No-bra, no-exam' rule at Nigerian university sparks outrage",https://www.bbc.com/news/articles/c2d0p3z9grko
2025-06-18-17-20-26 +0000,bbc,'They sang about my family's death': Father's anger exposes divide in Israeli society,https://www.bbc.com/news/articles/c7vr51pzvm0o
2025-06-18-16-40-27 +0000,bbc,Cats ruled out as Parliamentary pest controllers,https://www.bbc.com/news/articles/cqjqrddnldgo
2025-06-18-16-37-34 +0000,bbc,Trump's Iran dilemma exposes bitter split in president's circle,https://www.bbc.com/news/articles/c1wp72224jzo
2025-06-18-16-36-36 +0000,bbc,Briton dies from rabies after stray dog contact in Morocco,https://www.bbc.com/news/articles/c98wyllp170o
2025-06-18-16-08-13 +0000,bbc,HS2 line to be delayed again with no new date given,https://www.bbc.com/news/articles/cy0wr7nw7wxo
2025-06-18-16-03-00 +0000,bbc,US Supreme Court upholds Tennessee ban on gender transition care for minors,https://www.bbc.com/news/articles/crr7ej97y0eo
2025-06-18-15-36-39 +0000,bbc,Analysis: Two issues dominating Parliament and MPs are making up their own minds,https://www.bbc.com/news/articles/cm20y9jl77do
2025-06-18-15-21-34 +0000,bbc,First Windrush commissioner announced,https://www.bbc.com/news/articles/c3vdkp5d4d4o
2025-06-18-15-20-31 +0000,bbc,"Foreign criminals should expect to be deported, minister says",https://www.bbc.com/news/articles/cd978x4pvjxo
2025-06-18-15-16-10 +0000,bbc,Japan's Nippon seals controversial US Steel deal after Trump pact,https://www.bbc.com/news/articles/cr795e229lmo
2025-06-18-15-09-52 +0000,bbc,US moves 30 jets as Iran attack speculation grows,https://www.bbc.com/news/articles/ce8zdl8zdzgo
2025-06-18-14-31-31 +0000,bbc,Jeremy Allen White sings as Springsteen in film trailer,https://www.bbc.com/news/articles/crk6ded7krdo
2025-06-18-14-26-07 +0000,nyt,Trump Skips Zelensky Meeting as G7 Talks End With Little for Ukraine,https://www.nytimes.com/2025/06/18/world/canada/g7-ukraine-trump-zelensky.html
2025-06-18-14-15-20 +0000,bbc,OpenAI boss: Meta offering $100m plus to poach my staff,https://www.bbc.com/news/articles/c8730088e5do
2025-06-18-14-11-54 +0000,bbc,"'It's horrible, it's mind-numbing': Murdered US lawmaker's family speaks",https://www.bbc.com/news/videos/c5yg38nx0vgo
2025-06-18-13-56-44 +0000,bbc,Israel-Iran: How did latest conflict start and where could it lead?,https://www.bbc.com/news/articles/cdj9vj8glg2o
2025-06-18-13-54-58 +0000,bbc,'What should we do?' Seeking clarity in Tehran as Israeli jets fly overhead,https://www.bbc.com/news/articles/c20n6epljg2o
2025-06-18-13-43-31 +0000,bbc,"Improve military homes by creating new body, say Tories",https://www.bbc.com/news/articles/cx2v5lj292vo
2025-06-18-12-54-00 +0000,wsj,The Federal Reserve’s dot-plot rate projections give investors and analysts a false sense of precision. Some Fed officials are tired of them.,https://www.wsj.com/economy/central-banking/federal-reserve-dot-plot-interest-rate-1ba785fd
2025-06-18-12-04-21 +0000,bbc,Kenyan 'miracle babies' pastor dies in road crash,https://www.bbc.com/news/articles/crenjdyyxdxo
2025-06-18-11-51-44 +0000,bbc,Family of Zambia's ex-president Lungu halts return of his body,https://www.bbc.com/news/articles/clyl6v27vv3o
2025-06-18-11-31-13 +0000,bbc,Trump weighs joining Iran strikes after calling for 'unconditional surrender',https://www.bbc.com/news/articles/c4g8ll3xlweo
2025-06-18-10-42-00 +0000,bbc,Chocolate prices soar as UK inflation stays at highest in over a year,https://www.bbc.com/news/articles/c5ygdqp922vo
