pubdate,source,title,link
2025-07-12-06-46-43 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
2025-07-12-06-10-09 +0000,nypost,Kentucky school official resigns after allegedly calling to ‘shoot Republicans’ on social media,https://nypost.com/2025/07/12/us-news/kentucky-school-district-chairman-jeffrey-miller-resigns-after-social-media-post-calling-to-shoot-republicans/
2025-07-12-05-55-04 +0000,startribune,Joe Ryan starts Minnesota Twins toward 2-1 victory over Pittsburgh Pirates and Paul Skenes,https://www.startribune.com/minnesota-twins-pittsburgh-pirates-carlos-correa-joe-ryan-paul-skenes/601420579
2025-07-12-04-51-59 +0000,nypost,Beloved ‘Wheelchair Waver’ critically injured by alleged drunk driver — decades after similar tragedy left him disabled,https://nypost.com/2025/07/12/us-news/wheelchair-waver-struck-by-alleged-drunk-driver-decades-after-similar-tragedy-left-him-disabled/
2025-07-12-04-50-49 +0000,nypost,"Alleged Florida child rapist lured girl, 11, into park bathroom before being chased down and captured by good Samaritans",https://nypost.com/2025/07/12/us-news/alleged-florida-child-rape-suspect-antwan-johnson-chased-down-caught-by-good-samaritans-in-miami-park/
2025-07-12-04-20-41 +0000,bbc,"Gaza ceasefire talks on verge of collapse, Palestinian officials say",https://www.bbc.com/news/articles/cqjq9p87vdvo
2025-07-12-04-15-53 +0000,nypost,Florida ‘Nail Bandit’ accused of sabotaging fire rescue vehicles with sharp objects over ‘beef’ with department,https://nypost.com/2025/07/12/us-news/florida-nail-bandit-accused-of-sabotaging-fire-rescue-vehicles-with-sharp-objects/
2025-07-12-04-01-13 +0000,nyt,"When It’s This Hot, ‘We Are Enduring, Not Living’",https://www.nytimes.com/2025/07/12/world/asia/pakistan-heat.html
2025-07-12-04-01-07 +0000,nyt,How to Panic Italians? Jack Up the Price of Espresso.,https://www.nytimes.com/2025/07/12/world/europe/espresso-italy-coffee-prices.html
2025-07-12-03-00-16 +0000,bbc,Federal judge says voice-over artists' AI lawsuit can move forward,https://www.bbc.com/news/articles/cedgzj8z1wjo
