pubdate,source,title,link
2025-07-12-23-45-33 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
2025-07-12-23-40-23 +0000,bbc,BBC gains rare access to the Congolese mine powering mobile phones,https://www.bbc.com/news/articles/cyvj986l615o
2025-07-12-23-38-06 +0000,nypost,Sonic scientists create fiery show in Brooklyn  with experimental instruments that shoot flames,https://nypost.com/2025/07/12/us-news/fire-spewing-instruments-on-display-in-brooklyn/
2025-07-12-23-22-07 +0000,nypost,Bringing down the dog house: cute pets gather with stars at Shubert Alley for Broadway Barks adoption event,https://nypost.com/2025/07/12/us-news/stars-turn-out-for-27th-broadway-barks-event/
2025-07-12-23-13-58 +0000,bbc,North Korea reaffirms support for Russia's war in Ukraine,https://www.bbc.com/news/articles/czeyxrng6gro
2025-07-12-22-31-52 +0000,nypost,"Socialist NYC mayoral candidate Zohran Mamdani’s dad sits on council of anti-Israel group, sympathetic of suicide bombers",https://nypost.com/2025/07/12/us-news/mamdanis-dad-part-of-anti-israel-group-sympathetic-to-suicide-bombers/
2025-07-12-22-29-02 +0000,nypost,Trump set to join prestigious presidential roadway honor roll near his beloved Florida estate,https://nypost.com/2025/07/12/us-news/trump-set-to-join-prestigious-presidential-roadway-honor-roll-near-his-beloved-florida-estate/
2025-07-12-22-10-44 +0000,nypost,"Blazing inferno tears through Bay Ridge building in Brooklyn, injuring 4 including firefighter",https://nypost.com/2025/07/12/us-news/marshals-probing-cause-of-blaze/
2025-07-12-22-00-31 +0000,nypost,At least one killed after two men jump into NYC waters in separate incidents,https://nypost.com/2025/07/12/us-news/one-man-jumped-off-bridge-another-entered-water-from-pier/
2025-07-12-21-56-09 +0000,nypost,"Video appears to show woman plowing through ICE protestors in New Jersey, injuring 3",https://nypost.com/2025/07/12/us-news/woman-drives-through-ice-protest-in-north-new-jersey/
2025-07-12-21-52-59 +0000,bbc,Morocco and Zambia win to reach Wafcon quarter-finals,https://www.bbc.com/sport/football/articles/cly1914y133o
2025-07-12-21-40-49 +0000,nypost,These are the forgotten NYC nabes that became real estate hot spots in the last decade: report,https://nypost.com/2025/07/12/real-estate/median-sale-prices-doubled-or-more-in-these-24-nyc-neighborhoods-report/
2025-07-12-21-34-16 +0000,nypost,Swarthy 21-year-old wins ‘complete joke’ Leonardo DiCaprio lookalike contest,https://nypost.com/2025/07/12/lifestyle/this-21-year-old-nj-resident-was-crowned-leonardo-dicaprio-doppelganger/
2025-07-12-21-18-42 +0000,bbc,Everything you need to know about Wafcon 2024 finals,https://www.bbc.com/sport/football/articles/cqj7k2pwx4no
2025-07-12-21-17-00 +0000,wsj,"President Trump traveled to the site of the Texas floods with two missions—to console, and to tout a new response to disasters where Washington takes a back seat to state and local responders",https://www.wsj.com/politics/policy/trump-texas-flood-visit-a7531953
2025-07-12-21-11-05 +0000,bbc,The mushroom killer was obsessed with true crime. Now true crime fans are obsessed with her,https://www.bbc.com/news/articles/c0m8glx2zleo
2025-07-12-20-56-38 +0000,nypost,"Secret Service officials were aware of ‘classified threat’ 10 days before Butler assassination attempt, failed to tell agents guarding Trump",https://nypost.com/2025/07/12/us-news/top-secret-service-officials-were-aware-of-classified-threat-10-days-before-butler-assassination-attempt-and-failed-to-tell-agents-law-enforcement-guarding-trump/
2025-07-12-20-45-52 +0000,nypost,"Ocasio-Cortez slammed over ‘defamatory’ Trump, Jeffrey Epstein post: ‘Sue AOC into bankruptcy’",https://nypost.com/2025/07/12/us-news/ocasio-cortez-slammed-over-defamatory-trump-jeffrey-epstein-post-sue-aoc-into-bankruptcy/
2025-07-12-20-22-44 +0000,nypost,"Gun-toting duo pistol-whip, rip $75K in jewelry off victim at his luxury NY pad: cops",https://nypost.com/2025/07/12/us-news/masked-gun-toting-duo-rip-75k-in-jewelry-from-westchester-homeowner/
2025-07-12-20-12-43 +0000,nypost,"Notorious member of ‘Hillside Stranglers’ serial killing duo, Kenneth Bianchi, denied parole",https://nypost.com/2025/07/12/us-news/hillside-stranglers-parole-denied-for-the-8th-time-by-california-board/
2025-07-12-20-04-51 +0000,nypost,Iranian fatwa crowdfunding effort claims to have raised $40M for bounty on President Trump’s head,https://nypost.com/2025/07/12/us-news/iranian-fatwa-crowdfunding-effort-raises-40m-to-kill-president-trump/
2025-07-12-19-51-56 +0000,nypost,Billionaire’s son ignored $15M promise to buy Jackson Pollock painting: lawsuit,https://nypost.com/2025/07/12/us-news/david-mimran-sued-for-failing-to-pay-for-15m-jackson-pollock/
