score,pubdate,source,title,link
37,2025-06-07-09-00-00 +0000,wsj,"Elon Musk and House Republicans both promised to tackle federal spending. It turns out only one of them was serious, and it wasn’t Musk, the WSJ’s Greg Ip writes.",https://www.wsj.com/politics/policy/republican-spending-bill-elon-musk-criticism-138cd0ee
30,2025-06-07-10-00-07 +0000,wapo,Trump travel ban targets nations mired in civil wars or armed conflicts,https://www.washingtonpost.com/world/2025/06/07/trump-travel-ban-civil-wars/
16,2025-06-07-14-39-12 +0000,nyt,Kilmar Abrego Garcia Returned to U.S. From El Salvador to Face Criminal Charges,https://www.nytimes.com/2025/06/06/us/politics/kilmar-abrego-garcia-us-criminal-charges.html
16,2025-06-07-11-45-25 +0000,nyt,"Russian Spies Are Suspicious of China, Even as Putin and Xi Grow Close",https://www.nytimes.com/2025/06/07/world/europe/china-russia-spies-documents-putin-war.html
15,2025-06-07-15-10-19 +0000,nyt,Agents Use Military-Style Force Against Protesters at L.A. Immigration Raid,https://www.nytimes.com/2025/06/06/us/los-angeles-immigration-raid.html
14,2025-06-07-02-21-40 +0000,wapo,Boston Consulting Group CEO apologizes for Israeli-backed Gaza aid project,https://www.washingtonpost.com/national-security/2025/06/06/gaza-aid-ghf-bcg-israel/
12,2025-06-07-12-18-44 +0000,nyt,D.C. Police Officer Sentenced to Prison for Leaks to Proud Boys’ Leader,https://www.nytimes.com/2025/06/07/us/dc-police-proud-boys-sentence.html
11,2025-06-07-14-20-18 +0000,nyt,"Paul Durcan, Irish Poet of Tortured and Tender Souls, Dies at 80",https://www.nytimes.com/2025/06/06/books/paul-durcan-dead.html
10,2025-06-07-17-49-00 +0000,nyt,Trump’s Proposed Cut Would Deal Serious Setback to California High-Speed Rail,https://www.nytimes.com/2025/06/07/us/high-speed-rail-california-federal-funding.html
10,2025-06-07-17-06-17 +0000,nyt,Israel Says It Made Record Weapons Sales Abroad While Fighting War,https://www.nytimes.com/2025/06/04/world/middleeast/israel-weapons-sales.html
