score,pubdate,source,title,link
28,2025-07-12-17-01-00 +0000,wsj,"The U.S. will charge a 30% tariff on the European Union and Mexico effective Aug. 1, President Trump said in letters to the leaders of each trading partner, posted on Truth Social",https://www.wsj.com/economy/trade/trump-threatens-30-tariffs-on-eu-mexico-c48ce36f
24,2025-07-13-01-00-00 +0000,wsj,"Economists expect stronger growth and job creation, lower risk of recession and cooler inflation than they did three months ago, according to a Wall Street Journal survey",https://www.wsj.com/economy/economists-see-lower-recession-risk-and-stronger-job-growth-wsj-survey-10d6e476
17,2025-07-12-22-31-52 +0000,nypost,"Socialist NYC mayoral candidate Zohran Mamdani’s dad sits on council of anti-Israel group, sympathetic of suicide bombers",https://nypost.com/2025/07/12/us-news/mamdanis-dad-part-of-anti-israel-group-sympathetic-to-suicide-bombers/
17,2025-07-12-20-56-38 +0000,nypost,"Secret Service officials were aware of ‘classified threat’ 10 days before Butler assassination attempt, failed to tell agents guarding Trump",https://nypost.com/2025/07/12/us-news/top-secret-service-officials-were-aware-of-classified-threat-10-days-before-butler-assassination-attempt-and-failed-to-tell-agents-law-enforcement-guarding-trump/
16,2025-07-12-23-56-51 +0000,nypost,Trump defends Pam Bondi hours after FBI boss Kash Patel squashed ‘conspiracy’ resignation rumors over Epstein files uproar,https://nypost.com/2025/07/12/us-news/trump-defends-pam-bondi-hours-after-fbi-boss-kash-patel-squashed-conspiracy-resignation-rumors-over-epstein-files-uproar/
16,2025-07-12-14-00-00 +0000,wsj,The White House has an explanation for the nearly $2 trillion of manufacturing-related projects announced since the start of the year. It’s the Trump Effect.,https://www.wsj.com/politics/policy/trump-new-us-factories-d2981280
15,2025-07-13-02-24-58 +0000,nypost,"Twisted Nevada mom, 28, accused of tossing newborn in dumpster –said abandoning child in trash ‘was her best option’",https://nypost.com/2025/07/12/us-news/twisted-nevada-mom-28-accused-of-tossing-newborn-in-dumpster-said-abandoning-child-in-trash-was-her-best-option/
15,2025-07-12-20-22-44 +0000,nypost,"Gun-toting duo pistol-whip, rip $75K in jewelry off victim at his luxury NY pad: cops",https://nypost.com/2025/07/12/us-news/masked-gun-toting-duo-rip-75k-in-jewelry-from-westchester-homeowner/
15,2025-07-12-21-56-09 +0000,nypost,"Video appears to show woman plowing through ICE protestors in New Jersey, injuring 3",https://nypost.com/2025/07/12/us-news/woman-drives-through-ice-protest-in-north-new-jersey/
14,2025-07-12-13-13-54 +0000,startribune,Minneapolis rain gardens were built to reduce water pollution. Research shows they’re making it worse.,https://www.startribune.com/minneapolis-rain-gardens-were-built-to-reduce-water-pollution-research-shows-theyre-making-it-worse/601413538
