score,pubdate,source,title,link
29,2025-07-11-15-59-15 +0000,nypost,"Head Start education program will be cut off for immigrants without legal status, Trump admin says",https://nypost.com/2025/07/11/us-news/head-start-will-be-cut-off-for-immigrants-without-legal-status-trump-admin-says/
21,2025-07-11-12-29-49 +0000,nypost,"Tom Homan rips violent clashes at California pot farm where illegal minors were working, blames Dems’ ‘Nazi’ rhetoric",https://nypost.com/2025/07/11/us-news/tom-homan-rips-violent-clash-at-california-pot-farm-as-proof-ice-protests-will-turn-deadly-blames-dems-nazi-rhetoric/
17,2025-07-11-14-04-24 +0000,nypost,Sen. Bill Cassidy’s campaign touts record-setting $9M war chest as he leads primary challengers,https://nypost.com/2025/07/11/us-news/sen-bill-cassidys-campaign-touts-record-setting-9m-war-chest-as-he-fends-off-primary-challengers/
17,2025-07-11-13-26-18 +0000,nypost,"Brave teen girl, 17, died saving her entire family from raging Texas floodwaters",https://nypost.com/2025/07/11/us-news/teenage-girl-died-saving-her-family-from-raging-texas-floodwaters/
16,2025-07-11-17-30-02 +0000,nyt,Trump’s Latest Canada Tariff Threats Come Despite Cordial Negotiations With Carney,https://www.nytimes.com/2025/07/11/world/canada/canada-trump-tariffs-trade-talks.html
14,2025-07-11-15-45-10 +0000,nypost,Hit-and-run BMW driver kills two pedestrians on NYC street before zooming off: cops,https://nypost.com/2025/07/11/us-news/hit-and-run-driver-kills-two-pedestrians-on-nyc-street-before-zooming-off-cops/
14,2025-07-10-21-44-33 +0000,bbc,Nigeria win to book spot in Wafcon quarter-finals,https://www.bbc.com/sport/football/articles/cg75ylvjm8zo
13,2025-07-11-16-57-34 +0000,bbc,Mother mourns 'beautiful' 12-year-old shot while watching TV during Kenya protests,https://www.bbc.com/news/articles/cd6gzx85gdqo
13,2025-07-11-16-33-10 +0000,nypost,Camp Mystic hero killed saving girls spent years fighting for better safety after pregnant wife airlifted from flood,https://nypost.com/2025/07/11/us-news/hero-texas-camp-director-dick-eastland-fought-for-years-for-better-flood-warning-systems/
13,2025-07-11-16-01-08 +0000,nypost,Idaho murder victim’s mom finds unexpected peace in Bryan Kohberger’s controversial plea deal,https://nypost.com/2025/07/11/us-news/idaho-murder-victims-mother-finds-unexpected-peace-in-killers-controversial-plea-deal/
