score,pubdate,source,title,link
42,2025-07-07-10-57-00 +0000,wsj,President Trump is facing a pivotal time for reaching trade deals before new tariffs are scheduled to hit dozens of countries starting Wednesday,https://www.wsj.com/economy/trade/trump-faces-crucial-week-for-reaching-trade-deals-2d6106f8
17,2025-07-07-22-22-00 +0000,bbc,"Young campers, teachers and football coach among Texas flood victims",https://www.bbc.com/news/articles/c5ygl8lpyyqo
16,2025-07-07-21-08-00 +0000,wsj,"Here’s an annotated look at Trump’s tariff letter to Japan, which was one of the first countries to get the notice",https://www.wsj.com/politics/policy/read-an-annotated-version-of-trumps-tariff-letter-to-japan-647baf95
14,2025-07-07-23-16-00 +0000,wsj,"President Trump reignited his global trade war Monday, renewing his threat to hit partners with punishing tariffs even as he announced a three-week extension to negotiate deals",https://www.wsj.com/economy/trade/trump-tariffs-deadline-august-trade-war-e916eb77
12,2025-07-07-13-06-32 +0000,bbc,South Africa's police minister accused of links to criminal gangs,https://www.bbc.com/news/articles/cx205ykppdjo
11,2025-07-07-05-17-39 +0000,bbc,Netanyahu visits US as Trump puts pressure to agree Gaza ceasefire deal,https://www.bbc.com/news/articles/cy4ypze027ro
9,2025-07-07-22-36-38 +0000,nyt,Haiti’s Landmark Oloffson Hotel is Destroyed in an Apparent Arson Fire,https://www.nytimes.com/2025/07/07/world/americas/haiti-oloffson-hotel-fire-port-au-prince.html
9,2025-07-07-17-42-19 +0000,bbc,US to remove Syria's HTS from list of foreign terror groups,https://www.bbc.com/news/articles/cj0m194v974o
9,2025-07-07-19-36-43 +0000,bbc,Former Tory cabinet minister Jones joins Reform UK,https://www.bbc.com/news/articles/c93kwk00gkgo
9,2025-07-07-02-48-36 +0000,bbc,Government urged to keep education plans for children with special needs,https://www.bbc.com/news/articles/cx2vn950d5go
