score,pubdate,source,title,link
50,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
23,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
23,2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
22,2025-07-10-12-00-00 +0000,nypost,I was fed up with ‘toxic’ sunscreens so I started making my own with a ‘hero ingredient’ — now Oprah’s a fan,https://nypost.com/2025/07/10/health/my-nontoxic-sunscreens-hero-ingredient-gets-rid-of-white-cast/
19,2025-07-10-14-42-38 +0000,nyt,Trump Seems to Be Warming to What Europe Wants for Ukraine: New Russia Sanctions,https://www.nytimes.com/2025/07/10/world/europe/trump-ukraine-russia-europe.html
19,2025-07-10-16-45-24 +0000,nypost,Record-high rents and bidding wars leave NYC house hunters scrambling for shelter this summer,https://nypost.com/2025/07/10/real-estate/nyc-renters-are-scrambling-for-shelter-this-summer/
18,2025-07-10-15-43-16 +0000,nypost,Former Moët Hennessy exec claims ‘sexist’ bosses told her she needed ‘anti-seduction’ training: lawsuit,https://nypost.com/2025/07/10/business/former-moet-hennessy-exec-claims-sexist-bosses-told-her-she-needed-anti-seduction-training/
18,2025-07-10-01-17-00 +0000,wsj,A brewing debate inside the Federal Reserve over how to address risks posed by President Trump’s tariffs threatens to end a period of relative unity,https://www.wsj.com/economy/central-banking/what-division-inside-the-fed-means-for-future-rate-cuts-c5a9bdb8
17,2025-07-10-19-23-02 +0000,nypost,Fifth paralyzed patient implanted with Elon Musk-backed Neuralink chip that allows brain to control smartphone,https://nypost.com/2025/07/10/business/fifth-paralyzed-patient-implanted-with-musk-backed-neuralink-chip/
16,2025-07-10-22-07-39 +0000,nypost,"Tennis legends Andy Roddick, Martina Navratilova sneer at Bill Ackman for playing in pro match: ‘The biggest joke’",https://nypost.com/2025/07/10/business/tennis-legends-andy-roddick-martina-navratilova-slam-bill-ackman/
