score,pubdate,source,title,link
42,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
24,2025-07-09-19-48-23 +0000,nyt,Former President Yoon Suk Yeol of South Korea Is Arrested on New Charges,https://www.nytimes.com/2025/07/09/world/asia/south-korea-arrest-yoon-suk-yeol.html
19,2025-07-09-20-36-58 +0000,bbc,'Huge wall of water': Texas man stood on meter box to survive deadly floods,https://www.bbc.com/news/articles/c3358pz41d6o
18,2025-07-10-11-18-15 +0000,bbc,Armed police in Romania carry out raids linked to UK tax scam,https://www.bbc.com/news/articles/cp867gjmn25o
16,2025-07-09-20-25-00 +0000,wsj,Minutes from the Fed’s June policy meeting tease at a looming split over whether and when officials will resume rate cuts,https://www.wsj.com/economy/central-banking/june-fed-minutes-inflation-interest-rates-4911925c
16,2025-07-10-16-08-22 +0000,bbc,Russia's intensifying drone war is spreading fear and eroding Ukrainian morale,https://www.bbc.com/news/articles/c0m8gn7grn2o
15,2025-07-10-01-07-30 +0000,bbc,Trump threatens Brazil with 50% tariff and demands Bolsonaro's trial end,https://www.bbc.com/news/articles/c784ee81y4zo
13,2025-07-10-08-11-18 +0000,nyt,China Surveys Seabeds Where Naval Rivals May One Day Clash,https://www.nytimes.com/2025/07/10/world/asia/china-ships-taiwan-guam.html
12,2025-07-10-05-25-38 +0000,bbc,Reform leader says council first to scrap net zero,https://www.bbc.com/news/articles/c3vde31lwpdo
11,2025-07-09-21-57-53 +0000,bbc,Chebbak hat-trick helps Morocco avoid DR Congo upset at Wafcon,https://www.bbc.com/sport/football/articles/cx24e3z8y6jo
