score,pubdate,source,title,link
36,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
22,2025-07-11-07-16-21 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
17,2025-07-10-10-00-00 +0000,latimes,L.A. has never experienced loss on this scale. Measuring progress six months after the fires is hard and painful,https://www.latimes.com/california/story/2025-07-10/six-months-after-the-palisades-and-eaton-fires
16,2025-07-10-19-45-28 +0000,bbc,Watch: Rare shelf cloud seen over Maryland amid severe weather,https://www.bbc.com/news/videos/cwyg93lzqd7o
15,2025-07-10-23-44-36 +0000,latimes,Los Angeles County sheriff's deputy pleads guilty to smuggling drugs into jail,https://www.latimes.com/california/story/2025-07-10/los-angeles-county-deputy-drugs-jail
13,2025-07-11-00-52-29 +0000,latimes,New Trump rule immediately bans undocumented immigrants from Head Start child care,https://www.latimes.com/california/story/2025-07-10/trump-administration-bars-undocumented-families-head-start-child-care
13,2025-07-10-22-45-11 +0000,latimes,"As L.A. bakes, duration of heat waves is accelerating faster than climate change, UCLA study shows",https://www.latimes.com/california/story/2025-07-10/ucla-study-heat-wave-duration-faster-than-global-warming
12,2025-07-10-21-57-54 +0000,latimes,"Cal State L.A. allows online classes, excused absences as students express fear amid ICE raids",https://www.latimes.com/california/story/2025-07-10/cal-state-la-online-remote-classes-immigration-raids
12,2025-07-10-08-22-55 +0000,bbc,'A huge explosion-like sound' - Survivors recall moment India bridge collapsed,https://www.bbc.com/news/articles/cjel1g15qxpo
11,2025-07-10-22-13-02 +0000,latimes,Officials denounce immigration guards camped at a Glendale hospital monitoring detainee,https://www.latimes.com/california/story/2025-07-10/immigration-guards-glendale-hospital-prompts-scrutiny
