score,pubdate,source,title,link
40,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
25,2025-07-11-08-22-06 +0000,nypost,"Georgia teen Sarah Grace Patrick accused of killing mom, stepdad posted TikTok videos for sympathy, asked true crime influencer to cover parents’ murder",https://nypost.com/2025/07/11/us-news/georgia-teen-sarah-grace-patrick-accused-of-killing-mom-stepdad-posted-tiktok-videos-for-sympathy-asked-true-crime-influencer-to-cover-parents-murder/
21,2025-07-11-08-06-08 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
20,2025-07-11-03-35-21 +0000,nypost,Grieving mom of dead Camp Mystic camper desperately seeks daughter’s ‘most prized possession’ lost in devastating Texas floods,https://nypost.com/2025/07/10/us-news/grieving-mom-of-dead-camp-mystic-camper-desperately-seeks-daughters-most-prized-possession-lost-in-devastating-texas-floods/
16,2025-07-11-00-45-44 +0000,nypost,"Search-and-rescue volunteers had to rely on sense of smell to find bodies in Texas flood debris, one reveals",https://nypost.com/2025/07/10/us-news/search-and-rescue-volunteers-had-to-rely-on-sense-of-smell-to-find-bodies-in-texas-flood-debris-one-reveals/
16,2025-07-11-00-52-06 +0000,nypost,Hochul blames Trump’s ‘Big Beautiful’ bill for money woes weeks after NYS OK’d massive spending hike,https://nypost.com/2025/07/10/us-news/hochul-blames-trumps-big-beautiful-bill-for-money-woes-weeks-after-nys-okd-massive-spending-hike/
16,2025-07-11-01-57-20 +0000,nypost,"Florida scammer posing as doctor gave Botox injections in backyard shed, causing woman to suffer facial paralysis: cops",https://nypost.com/2025/07/10/us-news/florida-scammer-posing-as-doctor-gave-botox-injections-in-backyard-shed-causing-woman-to-suffer-facial-paralysis-cops/
14,2025-07-11-04-01-24 +0000,nypost,Protester fires gun at federal agents in chaotic clash during  California pot farm raid: wild video,https://nypost.com/2025/07/11/us-news/california-protester-fires-gun-at-federal-agents-in-chaotic-clash-during-pot-farm-raid-wild-video/
14,2025-07-11-01-41-11 +0000,nypost,"NYPD, other city agencies crack down on trash, drug-infested ‘Broadway of The Bronx’: ‘Going to be our ground zero’",https://nypost.com/2025/07/10/us-news/nyc-cracks-down-on-drug-infested-broadway-of-the-bronx/
14,2025-07-11-00-46-14 +0000,nypost,Largest US teachers union mocked for misspelling ‘fascism’ in anti-Trump agenda item: ‘Too rich to parody’,https://nypost.com/2025/07/10/us-news/largest-us-teachers-union-mocked-for-misspelling-fascism-in-anti-trump-agenda-item/
