score,pubdate,source,title,link
44,2025-07-09-21-39-44 +0000,nyt,Russia Makes Record Attack on Ukraine as Trump Castigates Putin,https://www.nytimes.com/2025/07/09/world/europe/russia-ukraine-attack-weapons-trump-putin.html
24,2025-07-09-19-48-23 +0000,nyt,Former President Yoon Suk Yeol of South Korea Is Arrested on New Charges,https://www.nytimes.com/2025/07/09/world/asia/south-korea-arrest-yoon-suk-yeol.html
20,2025-07-09-21-43-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
19,2025-07-09-13-51-41 +0000,bbc,French police raid on National Rally HQ prompts outrage from party leaders,https://www.bbc.com/news/articles/ckg5kd04e1jo
18,2025-07-09-16-28-07 +0000,nyt,"Israel’s Deadly Assault on Iran Prison Incites Fury, Even Among Dissidents",https://www.nytimes.com/2025/07/06/world/middleeast/israel-iran-evin-prison.html
16,2025-07-09-10-55-24 +0000,nyt,Jailed Kurdish Leader Declares the End to PKK’s Armed Struggle In Turkey,https://www.nytimes.com/2025/07/09/world/middleeast/turkey-pkk-kurdish-leader-ocalan-armed-struggle.html
15,2025-07-09-16-06-35 +0000,bbc,EU hopes to agree US tariff deal 'in coming days',https://www.bbc.com/news/articles/cev0n01y8wwo
14,2025-07-09-00-11-42 +0000,bbc,Moment house is swept away in New Mexico flash flooding,https://www.bbc.com/news/videos/cren2zq1y3qo
13,2025-07-09-20-36-58 +0000,bbc,'Huge wall of water': Texas man stood on meter box to survive deadly floods,https://www.bbc.com/news/articles/c3358pz41d6o
13,2025-07-09-06-21-45 +0000,bbc,Seoul returns six North Koreans with 'strong desire' to go back,https://www.bbc.com/news/articles/cwyrwp8r1xgo
