score,pubdate,source,title,link
46,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
24,2025-07-11-03-35-21 +0000,nypost,Grieving mom of dead Camp Mystic camper desperately seeks daughter’s ‘most prized possession’ lost in devastating Texas floods,https://nypost.com/2025/07/10/us-news/grieving-mom-of-dead-camp-mystic-camper-desperately-seeks-daughters-most-prized-possession-lost-in-devastating-texas-floods/
21,2025-07-11-04-01-24 +0000,nypost,Protester fires gun at federal agents in chaotic clash during  California pot farm raid: wild video,https://nypost.com/2025/07/11/us-news/california-protester-fires-gun-at-federal-agents-in-chaotic-clash-during-pot-farm-raid-wild-video/
21,2025-07-10-23-49-13 +0000,nypost,Hakeem Jeffries’ team blasts Zohran Mamdani’s liberal ‘Team Gentrification’ as primary threats spark NYC Dem feud,https://nypost.com/2025/07/10/us-news/hakeem-jeffries-team-blasts-zohran-mamdanis-liberal-team-gentrification-as-primary-threats-spark-nyc-dem-feud/
19,2025-07-11-00-03-19 +0000,nypost,"Mayor Adams must implement controversial and costly City Council housing voucher plan, NY court rules",https://nypost.com/2025/07/10/us-news/mayor-adams-must-implement-costly-housing-voucher-plan-court-rules/
16,2025-07-11-00-45-44 +0000,nypost,"Search-and-rescue volunteers had to rely on sense of smell to find bodies in Texas flood debris, one reveals",https://nypost.com/2025/07/10/us-news/search-and-rescue-volunteers-had-to-rely-on-sense-of-smell-to-find-bodies-in-texas-flood-debris-one-reveals/
15,2025-07-11-01-57-20 +0000,nypost,"Florida scammer posing as doctor gave Botox injections in backyard shed, causing woman to suffer facial paralysis: cops",https://nypost.com/2025/07/10/us-news/florida-scammer-posing-as-doctor-gave-botox-injections-in-backyard-shed-causing-woman-to-suffer-facial-paralysis-cops/
14,2025-07-11-02-31-43 +0000,nypost,"Trump admin still deciding where it would deport Kilmar Abrego Garcia, ICE official tells judge",https://nypost.com/2025/07/10/us-news/trump-admin-still-deciding-where-it-would-deport-kilmar-abrego-garcia-ice-official-tells-judge/
14,2025-07-11-00-52-06 +0000,nypost,Hochul blames Trump’s ‘Big Beautiful’ bill for money woes weeks after NYS OK’d massive spending hike,https://nypost.com/2025/07/10/us-news/hochul-blames-trumps-big-beautiful-bill-for-money-woes-weeks-after-nys-okd-massive-spending-hike/
14,2025-07-10-22-54-22 +0000,nypost,"Long Island’s alleged ghost gun kingpin arrested, over 100 firearms seized in Suffolk County’s biggest weapons bust ever",https://nypost.com/2025/07/10/us-news/long-islands-alleged-ghost-gun-kingpin-arrested-in-suffolk-countys-biggest-weapons-bust-ever/
