score,pubdate,source,title,link
31,2025-07-10-00-26-49 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
29,2025-07-10-04-39-28 +0000,nypost,Ex-CIA Director John Brennan says he’s had ‘no contact’ with federal authorities amid FBI probe – claims to be ‘clueless’ about why he’s being investigated,https://nypost.com/2025/07/10/us-news/ex-cia-director-john-brennan-says-hes-had-no-contact-with-federal-authorities-amid-fbi-probe-claims-to-be-clueless-about-why-hes-being-investigated/
23,2025-07-10-04-42-44 +0000,nypost,Philadelphia workers and city reach deal to end strike that halted residential trash pickup,https://nypost.com/2025/07/10/us-news/philadelphia-workers-union-reach-deal-to-end-strike-halting-residential-trash-pickup/
18,2025-07-10-05-03-24 +0000,nypost,"Jealous ex-wife allegedly spied on former husband, new family inside home for over 700 hours by tapping into Ring cameras: report",https://nypost.com/2025/07/10/us-news/california-ex-wife-spied-on-yantzy-villefranche-and-acacia-young-using-ring-cameras-inside-san-diego-home/
17,2025-07-10-08-22-24 +0000,nypost,Secret Service acquires iconic presidential Marine One helicopter for advanced agent training program,https://nypost.com/2025/07/10/us-news/secret-service-acquires-decommissioned-marine-one-helicopter-for-training/
16,2025-07-10-04-10-05 +0000,nypost,50 kids evacuated from Oklahoma Boys & Girls Club after torrential downpour sparks flash floods through town center,https://nypost.com/2025/07/10/us-news/50-kids-evacuated-from-oklahoma-boys-amp-girls-club-after-torrential-downpour-sparks-flash-floods-through-town-center/
16,2025-07-10-02-27-12 +0000,nypost,"Illinois father, 65, and his autistic son, 20, drowned in Lake Michigan during deadly game of catch",https://nypost.com/2025/07/09/us-news/illinois-father-65-and-his-autistic-son-20-drowned-in-lake-michigan-during-deadly-game-of-catch/
14,2025-07-10-05-23-26 +0000,nypost,"Ex-California cop who allegedly partied at music festival, went to Disneyland while collecting $600K for fake injury faces lawsuit",https://nypost.com/2025/07/10/us-news/california-ex-cop-nicole-brown-who-collected-600k-while-going-to-stagecoach-disneyland-sued-by-city-of-westminster/
13,2025-07-10-08-22-55 +0000,bbc,'A huge explosion-like sound' - Survivors recall moment India bridge collapsed,https://www.bbc.com/news/articles/cjel1g15qxpo
13,2025-07-10-08-16-15 +0000,nypost,"Outlawz rapper Young Noble, who collaborated with Tupac Shakur, dead at 47 as Snoop Dogg leads tributes",https://nypost.com/2025/07/10/us-news/outlawz-rapper-young-noble-who-collaborated-with-tupac-shakur-dead-at-47/
