score,pubdate,source,title,link
48,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
27,2025-07-10-04-39-28 +0000,nypost,Ex-CIA Director John Brennan says he’s had ‘no contact’ with federal authorities amid FBI probe – claims to be ‘clueless’ about why he’s being investigated,https://nypost.com/2025/07/10/us-news/ex-cia-director-john-brennan-says-hes-had-no-contact-with-federal-authorities-amid-fbi-probe-claims-to-be-clueless-about-why-hes-being-investigated/
21,2025-07-10-15-01-21 +0000,nypost,"Marco Rubio slams Russia over Ukrainian war death count, just days after Trump calls out ‘bulls–t’ Vladimir Putin",https://nypost.com/2025/07/10/us-news/marco-rubio-meets-russias-sergei-lavrov-after-trump-calls-out-vladimir-putin/
21,2025-07-10-19-21-22 +0000,nypost,"Senate clears path to confirm first judge of Trump’s second term — but pace lags far behind Biden, first term",https://nypost.com/2025/07/10/us-news/senate-clears-path-to-confirm-whitney-hermandorfer-as-first-judge-of-trumps-second-term/
21,2025-07-10-23-49-13 +0000,nypost,Hakeem Jeffries’ team blasts Zohran Mamdani’s liberal ‘Team Gentrification’ as primary threats spark NYC Dem feud,https://nypost.com/2025/07/10/us-news/hakeem-jeffries-team-blasts-zohran-mamdanis-liberal-team-gentrification-as-primary-threats-spark-nyc-dem-feud/
20,2025-07-10-17-43-26 +0000,nypost,Pictured: Trump’s Secret Service agent who was suspended for response to Butler assassination attempt,https://nypost.com/2025/07/10/us-news/secret-service-agent-from-trump-protective-detail-at-butler-assassination-attempt-suspended-sources/
16,2025-07-10-21-00-31 +0000,nypost,"Texas AG Ken Paxton’s wife, state Sen. Angela, files for divorce ‘on biblical grounds’ after 38 years",https://nypost.com/2025/07/10/us-news/texas-ag-ken-paxtons-wife-state-sen-angela-files-for-divorce-on-biblical-grounds-after-38-years/
14,2025-07-10-18-25-16 +0000,bbc,When to book and where to stay: Six ways to save money on your summer holiday,https://www.bbc.com/news/articles/cq6mvn699v9o
14,2025-07-10-15-38-27 +0000,nypost,New Hampshire judge blocks Trump’s birthright citizenship order weeks after SCOTUS restricted universal injunctions,https://nypost.com/2025/07/10/us-news/federal-judge-in-new-hampshire-blocks-birthright-citizenship-ban-for-all-infants/
13,2025-07-11-00-46-14 +0000,nypost,Largest US teachers union mocked for misspelling ‘fascism’ in anti-Trump agenda item: ‘Too rich to parody’,https://nypost.com/2025/07/10/us-news/largest-us-teachers-union-mocked-for-misspelling-fascism-in-anti-trump-agenda-item/
