score,pubdate,source,title,link
43,2025-07-11-14-53-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
21,2025-07-11-16-33-10 +0000,nypost,Hero Camp Mystic director who died trying to save girls from floods fought for years for better warning systems,https://nypost.com/2025/07/11/us-news/hero-texas-camp-director-dick-eastland-fought-for-years-for-better-flood-warning-systems/
20,2025-07-11-12-29-49 +0000,nypost,"Tom Homan rips violent clashes at California pot farm where illegal minors were working, blames Dems’ ‘Nazi’ rhetoric",https://nypost.com/2025/07/11/us-news/tom-homan-rips-violent-clash-at-california-pot-farm-as-proof-ice-protests-will-turn-deadly-blames-dems-nazi-rhetoric/
20,2025-07-11-08-06-08 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
19,2025-07-11-14-04-24 +0000,nypost,Sen. Bill Cassidy’s campaign touts record-setting $9M war chest as he leads primary challengers,https://nypost.com/2025/07/11/us-news/sen-bill-cassidys-campaign-touts-record-setting-9m-war-chest-as-he-fends-off-primary-challengers/
18,2025-07-11-11-21-07 +0000,nypost,Infamous ‘tot mom’ Casey Anthony spotted cozying up with ex-cop-turned-gun store owner,https://nypost.com/2025/07/11/us-news/casey-anthony-linked-to-new-hampshire-ex-cop-benjamin-beauchemin/
18,2025-07-11-09-30-00 +0000,wsj,"Nuclear power exemplifies how revamping dated and onerous rules could kick-start investment and innovation, writes the WSJ’s Greg Ip",https://www.wsj.com/economy/trumps-unsung-economic-booster-deregulation-e46bce0b
17,2025-07-11-15-41-42 +0000,bbc,"Gaza's largest functioning hospital facing disaster, medics warn, as Israel widens offensive",https://www.bbc.com/news/articles/cdx5zeywgrgo
17,2025-07-11-15-45-10 +0000,nypost,Hit-and-run BMW driver kills two pedestrians on NYC street before zooming off: cops,https://nypost.com/2025/07/11/us-news/hit-and-run-driver-kills-two-pedestrians-on-nyc-street-before-zooming-off-cops/
16,2025-07-11-11-43-52 +0000,nyt,Trump’s Latest Canada Tariff Threats Come Despite Cordial Negotiations With Carney,https://www.nytimes.com/2025/07/11/world/canada/canada-trump-tariffs-trade-talks.html
