score,pubdate,source,title,link
36,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
17,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
16,2025-07-10-11-18-15 +0000,bbc,Armed police in Romania carry out raids linked to UK tax scam,https://www.bbc.com/news/articles/cp867gjmn25o
12,2025-07-10-19-31-31 +0000,bbc,Texas officials face questions about emergency alerts during deadly floods,https://www.bbc.com/news/articles/cq537dp2ello
12,2025-07-10-08-53-38 +0000,bbc,Two arrested after school girls in India allegedly made to strip for period check,https://www.bbc.com/news/articles/c78nvgjvx3eo
12,2025-07-10-18-00-31 +0000,bbc,"'One in, one out' sounds simple - but the migrant deal could be complicated",https://www.bbc.com/news/articles/c8d60djgqndo
11,2025-07-10-21-51-06 +0000,nyt,"Coal, the Last Survivor of Canada’s Parliament Hill Cat Colony, Dies",https://www.nytimes.com/2025/07/10/world/canada/canada-parliament-cat-colony-dead.html
11,2025-07-10-19-45-28 +0000,bbc,Watch: Rare shelf cloud seen over Maryland amid severe weather,https://www.bbc.com/news/videos/cwyg93lzqd7o
11,2025-07-10-09-22-00 +0000,wsj,"Tariff Anxiety Spreading Across Japan, BOJ Report Shows",https://www.wsj.com/world/asia/tariff-anxiety-spreading-across-japan-boj-report-shows-ca788637
10,2025-07-11-05-00-27 +0000,bbc,Starmer and Macron plead for patience in an impatient world,https://www.bbc.com/news/articles/clynxqdr157o
