score,pubdate,source,title,link
55,2025-07-09-16-39-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
31,2025-07-09-22-38-58 +0000,nypost,"Livvy Dunne struck out in bid to buy Babe Ruth’s NYC home after she put it on social media, ticking off co-op board: neighbor",https://nypost.com/2025/07/09/sports/livvy-dunne-struck-out-in-bid-to-buy-babe-ruths-nyc-home-after-she-put-it-on-social-media-ticking-off-co-op-board-neighbor/
29,2025-07-10-02-18-55 +0000,nypost,Tatted-up Florida man accused of threatening ex with gory details about how he would decapitate her,https://nypost.com/2025/07/09/us-news/florida-man-accused-of-threatening-ex-with-gory-details-about-how-he-would-decapitate-her/
28,2025-07-09-19-48-23 +0000,nyt,Former President Yoon Suk Yeol of South Korea Is Arrested on New Charges,https://www.nytimes.com/2025/07/09/world/asia/south-korea-arrest-yoon-suk-yeol.html
23,2025-07-09-22-02-53 +0000,nypost,North Carolina facing another flood threat just days after Chantal’s deadly flooding,https://nypost.com/2025/07/09/us-news/north-carolina-facing-another-flood-threat-just-days-after-chantals-deadly-flooding/
23,2025-07-09-10-00-00 +0000,nypost,Secretary of State Marco Rubio gets glowing endorsement from White House chief of staff on ‘Pod Force One’: ‘Born for this’,https://nypost.com/2025/07/09/us-news/secretary-of-state-marco-rubio-gets-glowing-endorsement-from-white-house-chief-of-staff-on-pod-force-one-born-for-this/
21,2025-07-10-00-29-32 +0000,nypost,Hundreds of huge Amazon packages arrive at Calif. woman’s doorstep for over a year after Chinese seller lists her home as return address,https://nypost.com/2025/07/09/us-news/hundreds-of-huge-amazon-packages-arrive-at-calif-womans-doorstep-for-over-a-year-after-chinese-seller-lists-her-home-as-return-address/
21,2025-07-09-22-02-56 +0000,nypost,"Gossipy small-town activist drops F-bombs, insults in final meeting before she moves away, wild video shows",https://nypost.com/2025/07/09/us-news/gossipy-small-town-activist-drops-f-bombs-insults-in-final-meeting-before-she-moves-away-wild-video-shows/
20,2025-07-09-20-37-43 +0000,nypost,Mike Johnson steps up calls for fresh Russia sanctions to ‘send Putin a message’ after Trump ripped Russian’s ‘bulls—‘,https://nypost.com/2025/07/09/us-news/mike-johnson-steps-up-calls-for-fresh-russia-sanctions-to-send-putin-a-message-after-trump-ripped-russians-bulls/
19,2025-07-09-03-50-00 +0000,wsj,President Trump decided to delay the implementation of his so-called reciprocal tariffs to Aug. 1 after advisers including Treasury’s Scott Bessent lobbied for more time to cut deals,https://www.wsj.com/economy/trade/trump-tariffs-scott-bessent-trade-deals-cc76e43a
