score,pubdate,source,title,link
46,2025-07-08-13-59-19 +0000,nyt,Trump’s New Trade Threats Set Off Global Scramble to Avoid Tariffs,https://www.nytimes.com/2025/07/08/business/economy/trump-tariffs-talks.html
21,2025-07-08-22-42-03 +0000,nypost,Gavin Newsom says he’s ‘spellbound’ by AME bishops as he embarks on tour of pivotal Dem presidential primary state,https://nypost.com/2025/07/08/us-news/gavin-newsom-swings-through-south-carolina-where-democrats-will-play-pivotal-role-in-2028/
21,2025-07-08-23-16-20 +0000,nypost,Sen. Ted Cruz pictured at Parthenon on Greek vacay after devastating Texas floods killed at least 105 people,https://nypost.com/2025/07/08/us-news/ted-cruz-could-have-returned-from-vacation-days-earlier-after-being-spotted-sightseeing/
20,2025-07-08-19-28-44 +0000,nypost,"Zelensky’s right-hand man thanks Trump for reversing Pentagon aid freeze, calls him ‘only leader’ who can end Russia’s invasion",https://nypost.com/2025/07/08/us-news/zelenskys-right-hand-man-thanks-trump-for-reversing-pentagon-aid-freeze-calls-him-only-leader-who-can-end-russias-invasion/
19,2025-07-08-09-29-38 +0000,bbc,Post Office report set to lay bare human impact of IT scandal,https://www.bbc.com/news/articles/c4g267xe3y6o
18,2025-07-08-23-28-19 +0000,nypost,Powerful NYC teachers union endorses Zohran Mamdani despite radical take on mayoral control of schools,https://nypost.com/2025/07/08/us-news/powerful-nyc-teachers-union-endorses-zohran-mamdani-despite-radical-take-on-mayoral-control-of-schools/
18,2025-07-08-23-26-50 +0000,nypost,"Mayor Eric Adams builds out re-election campaign team with some new faces, longtime ally",https://nypost.com/2025/07/08/us-news/mayor-eric-adams-builds-out-re-election-campaign-team-with-some-new-faces-longtime-ally/
17,2025-07-09-00-01-04 +0000,bbc,Trump and Netanyahu meet for a second time amid Gaza ceasefire talks,https://www.bbc.com/news/articles/ce3newwl1zeo
17,2025-07-08-18-48-57 +0000,nypost,Trump bashes ‘idiot’ ex-Joint Chiefs Chairman Gen. Mark Milley for leaving weapons behind in Afghanistan,https://nypost.com/2025/07/08/us-news/donald-trump-calls-mark-milley-idiot-for-leaving-military-equipment-in-afghanistan/
16,2025-07-08-18-17-33 +0000,nypost,Pam Bondi deflects on whether Jeffrey Epstein was spy agency asset: ‘We can get back to you on that’,https://nypost.com/2025/07/08/us-news/donald-trump-swats-aside-jeffrey-epstein-question-at-cabinet-meeting/
