score,pubdate,source,title,link
47,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
23,2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
22,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
18,2025-07-11-09-30-00 +0000,wsj,"Nuclear power exemplifies how revamping dated and onerous rules could kick-start investment and innovation, writes the WSJ’s Greg Ip",https://www.wsj.com/economy/trumps-unsung-economic-booster-deregulation-e46bce0b
18,2025-07-11-05-25-20 +0000,nyt,Rare Earths Mining in Myanmar Is Polluting Thailand’s Kok River,https://www.nytimes.com/2025/07/11/world/asia/myanmar-mining-thailand-china.html
15,2025-07-10-14-42-38 +0000,nyt,Trump Seems to Be Warming to What Europe Wants for Ukraine: New Russia Sanctions,https://www.nytimes.com/2025/07/10/world/europe/trump-ukraine-russia-europe.html
14,2025-07-10-18-00-31 +0000,bbc,"'One in, one out' sounds simple - but the migrant deal could be complicated",https://www.bbc.com/news/articles/c8d60djgqndo
13,2025-07-11-05-00-11 +0000,nyt,"Friday Briefing: Iran Has Some Uranium Left, Israel Says",https://www.nytimes.com/2025/07/11/briefing/iran-enriched-uranium-israel-ukraine-spy-france-britain-defense.html
13,2025-07-10-19-21-49 +0000,nyt,Rubio Tells Top Russian Diplomat of Trump’s Frustration Over Putin’s War,https://www.nytimes.com/2025/07/09/world/asia/rubio-asia-diplomacy-tariffs.html
13,2025-07-10-19-45-28 +0000,bbc,Watch: Rare shelf cloud seen over Maryland amid severe weather,https://www.bbc.com/news/videos/cwyg93lzqd7o
