score,pubdate,source,title,link
43,2025-07-09-16-39-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
25,2025-07-09-19-48-23 +0000,nyt,Former President Yoon Suk Yeol of South Korea Is Arrested on New Charges,https://www.nytimes.com/2025/07/09/world/asia/south-korea-arrest-yoon-suk-yeol.html
22,2025-07-09-12-26-31 +0000,bbc,'Lives are at stake:' Deadly Texas storms put spotlight on Trump's weather agency cuts,https://www.bbc.com/news/articles/cx23ye0xnnyo
18,2025-07-10-00-36-34 +0000,bbc,"US sanctions UN expert Francesca Albanese, critic of Israel's Gaza offensive",https://www.bbc.com/news/articles/c70rllxr0kyo
18,2025-07-09-10-55-24 +0000,nyt,Jailed Kurdish Leader Declares the End to PKK’s Armed Struggle In Turkey,https://www.nytimes.com/2025/07/09/world/middleeast/turkey-pkk-kurdish-leader-ocalan-armed-struggle.html
15,2025-07-09-23-26-54 +0000,nyt,Mexico Sentences 10 Men to 140 Years Each in Prison for Links to Killing at Cartel Ranch,https://www.nytimes.com/2025/07/09/world/americas/mexico-izaguirre-ranch-cartel.html
14,2025-07-10-07-47-23 +0000,bbc,"Get your act together, Post Office victims tell Starmer",https://www.bbc.com/news/articles/crk6r2615vzo
14,2025-07-10-05-35-00 +0000,wsj,June’s U.K. Home Buyer Demand Turns Positive for the First Time Since December,https://www.wsj.com/economy/central-banking/junes-u-k-home-buyer-demand-turns-positive-for-the-first-time-since-december-0bf9a9cd
14,2025-07-09-21-34-15 +0000,nyt,"Yemen’s Houthi Militia Took Sailors Hostage After Red Sea Attack, U.S. Says",https://www.nytimes.com/2025/07/09/world/middleeast/houthis-red-sea-hostages.html
12,2025-07-10-05-44-06 +0000,bbc,'You need to shape up': Trump's pick for Singapore envoy grilled in Senate,https://www.bbc.com/news/articles/cgrxd7d78r0o
