score,pubdate,source,title,link
47,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
23,2025-07-10-18-53-57 +0000,nypost,"Trump reflects on Butler assassination attempt one year later: Secret Service ‘had a bad day, and I think they’ll admit that’",https://nypost.com/2025/07/10/us-news/trump-reflects-on-butler-assassination-attempt-one-year-later-secret-service-had-a-bad-day/
23,2025-07-10-18-44-50 +0000,nypost,Russian stowaway says she snuck onto Paris-bound flight at JFK to ‘save my life’ in deluded courtroom rant,https://nypost.com/2025/07/10/us-news/russian-stowaway-who-snuck-onto-paris-bound-flight-at-jfk-will-stay-locked-up/
22,2025-07-10-17-47-40 +0000,nypost,Critics of ex-Houston official who raged at flooded Texas camp for being ‘white only’ donate to fundraiser — just to express outrage,https://nypost.com/2025/07/10/us-news/ex-houston-mayoral-appointee-sade-perkins-humiliated-on-fundraising-page/
19,2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
19,2025-07-10-15-01-21 +0000,nypost,Marco Rubio meets Russia’s Sergei Lavrov days after Trump calls out ‘bulls–t’ Vladimir Putin,https://nypost.com/2025/07/10/us-news/marco-rubio-meets-russias-sergei-lavrov-after-trump-calls-out-vladimir-putin/
18,2025-07-10-01-07-30 +0000,bbc,Trump threatens Brazil with 50% tariff and demands Bolsonaro's trial end,https://www.bbc.com/news/articles/c784ee81y4zo
17,2025-07-09-19-53-45 +0000,bbc,Mortgage lending rules change could help first-time buyers,https://www.bbc.com/news/articles/cj0mny9pm2do
16,2025-07-10-18-38-24 +0000,nyt,"Four More Rescued in Red Sea, as Houthis Vow to Keep Up Attacks",https://www.nytimes.com/2025/07/10/world/middleeast/houthis-attack-crew-rescued.html
16,2025-07-09-19-48-23 +0000,nyt,Former President Yoon Suk Yeol of South Korea Is Arrested on New Charges,https://www.nytimes.com/2025/07/09/world/asia/south-korea-arrest-yoon-suk-yeol.html
