score,pubdate,source,title,link
47,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
20,2025-07-10-01-07-30 +0000,bbc,Trump threatens Brazil with 50% tariff and demands Bolsonaro's trial end,https://www.bbc.com/news/articles/c784ee81y4zo
19,2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
19,2025-07-10-16-08-22 +0000,bbc,Russia's intensifying drone war is spreading fear and eroding Ukrainian morale,https://www.bbc.com/news/articles/c0m8gn7grn2o
16,2025-07-10-18-00-31 +0000,bbc,"'One in, one out' sounds simple - but the migrant deal could be complicated",https://www.bbc.com/news/articles/c8d60djgqndo
16,2025-07-10-00-36-34 +0000,bbc,"US sanctions UN expert Francesca Albanese, critic of Israel's Gaza offensive",https://www.bbc.com/news/articles/c70rllxr0kyo
15,2025-07-10-19-45-28 +0000,bbc,Watch: Rare shelf cloud seen over Maryland amid severe weather,https://www.bbc.com/news/videos/cwyg93lzqd7o
13,2025-07-10-21-27-32 +0000,nyt,U.K. and France Sign First Nuclear Pact to Fend Off Threat to Europe,https://www.nytimes.com/2025/07/10/world/europe/starmer-macron-nuclear-agreement.html
13,2025-07-10-17-33-17 +0000,bbc,Six things Trump should know about Liberia after he praised leader's 'good English',https://www.bbc.com/news/articles/c5y72w17vpwo
13,2025-07-10-19-31-31 +0000,bbc,Texas officials face questions about emergency alerts during deadly floods,https://www.bbc.com/news/articles/cq537dp2ello
