score,pubdate,source,title,link
39,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
27,2025-07-11-08-22-06 +0000,nypost,"Georgia teen Sarah Grace Patrick accused of killing mom, stepdad posted TikTok videos for sympathy, asked true crime influencer to cover parents’ murder",https://nypost.com/2025/07/11/us-news/georgia-teen-sarah-grace-patrick-accused-of-killing-mom-stepdad-posted-tiktok-videos-for-sympathy-asked-true-crime-influencer-to-cover-parents-murder/
18,2025-07-11-08-06-08 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
18,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
17,2025-07-11-01-57-20 +0000,nypost,"Florida scammer posing as doctor gave Botox injections in backyard shed, causing woman to suffer facial paralysis: cops",https://nypost.com/2025/07/10/us-news/florida-scammer-posing-as-doctor-gave-botox-injections-in-backyard-shed-causing-woman-to-suffer-facial-paralysis-cops/
15,2025-07-11-11-21-07 +0000,nypost,Infamous ‘tot mom’ Casey Anthony spotted cozying up with ex-cop-turned-gun store owner,https://nypost.com/2025/07/11/us-news/casey-anthony-linked-to-new-hampshire-ex-cop-benjamin-beauchemin/
15,2025-07-11-09-30-00 +0000,wsj,"Nuclear power exemplifies how revamping dated and onerous rules could kick-start investment and innovation, writes the WSJ’s Greg Ip",https://www.wsj.com/economy/trumps-unsung-economic-booster-deregulation-e46bce0b
15,2025-07-11-03-35-21 +0000,nypost,Grieving mom of dead Camp Mystic camper desperately seeks daughter’s ‘most prized possession’ lost in devastating Texas floods,https://nypost.com/2025/07/10/us-news/grieving-mom-of-dead-camp-mystic-camper-desperately-seeks-daughters-most-prized-possession-lost-in-devastating-texas-floods/
13,2025-07-11-01-41-11 +0000,nypost,"NYPD, other city agencies crack down on trash, drug-infested ‘Broadway of The Bronx’: ‘Going to be our ground zero’",https://nypost.com/2025/07/10/us-news/nyc-cracks-down-on-drug-infested-broadway-of-the-bronx/
13,2025-07-11-04-01-24 +0000,nypost,Protester fires gun at federal agents in chaotic clash during California pot farm raid: wild video,https://nypost.com/2025/07/11/us-news/california-protester-fires-gun-at-federal-agents-in-chaotic-clash-during-pot-farm-raid-wild-video/
