score,pubdate,source,title,link
54,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
27,2025-07-10-15-01-21 +0000,nypost,"Marco Rubio slams Russia over Ukrainian war death count, just days after Trump calls out ‘bulls–t’ Vladimir Putin",https://nypost.com/2025/07/10/us-news/marco-rubio-meets-russias-sergei-lavrov-after-trump-calls-out-vladimir-putin/
22,2025-07-10-23-49-13 +0000,nypost,Hakeem Jeffries’ team blasts Zohran Mamdani’s liberal ‘Team Gentrification’ as primary threats spark NYC Dem feud,https://nypost.com/2025/07/10/us-news/hakeem-jeffries-team-blasts-zohran-mamdanis-liberal-team-gentrification-as-primary-threats-spark-nyc-dem-feud/
21,2025-07-10-19-21-22 +0000,nypost,"Senate clears path to confirm first judge of Trump’s second term — but pace lags far behind Biden, first term",https://nypost.com/2025/07/10/us-news/senate-clears-path-to-confirm-whitney-hermandorfer-as-first-judge-of-trumps-second-term/
21,2025-07-10-18-53-57 +0000,nypost,Trump reflects on assassination attempt one year later: Secret Service ‘had a bad day’,https://nypost.com/2025/07/10/us-news/trump-reflects-on-butler-assassination-attempt-one-year-later-secret-service-had-a-bad-day/
18,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
16,2025-07-11-05-25-20 +0000,nyt,Rare Earths Mining in Myanmar Is Polluting Thailand’s Kok River,https://www.nytimes.com/2025/07/11/world/asia/myanmar-mining-thailand-china.html
16,2025-07-10-21-00-31 +0000,nypost,"Texas AG Ken Paxton’s wife, state Sen. Angela, files for divorce ‘on biblical grounds’ after 38 years",https://nypost.com/2025/07/10/us-news/texas-ag-ken-paxtons-wife-state-sen-angela-files-for-divorce-on-biblical-grounds-after-38-years/
15,2025-07-10-10-50-45 +0000,bbc,Deadly new Russian drone and missile attack hits Kyiv,https://www.bbc.com/news/articles/cj3rvpe06rxo
14,2025-07-10-20-31-26 +0000,nypost,White House targets Fed chair Jerome Powell over $2.5B DC HQ renovation: ‘Going to hold him accountable’,https://nypost.com/2025/07/10/us-news/white-house-targets-fed-chair-jerome-powell-over-2-5b-dc-hq-renovation-were-going-to-hold-him-accountable/
