score,pubdate,source,title,link
44,2025-07-11-23-48-26 +0000,nypost,"Judge releases bizarre letter from would-be Trump assassin offering himself up for prisoner swap with Hamas, Iran, China or Russia",https://nypost.com/2025/07/11/us-news/judge-releases-letter-from-would-be-trump-assassin-offering-himself-up-for-prisoner-swap-with-hamas/
22,2025-07-11-18-54-00 +0000,wsj,"Latest Tariff Threats Could Delay Rate Cuts, Chicago Fed’s Goolsbee Says",https://www.wsj.com/economy/central-banking/latest-tariff-threats-could-delay-rate-cuts-chicago-feds-goolsbee-says-ff7e83a8
20,2025-07-11-20-31-41 +0000,nypost,Trump mourns ‘a lot of young angels’ after surveying Texas flooding devastation — after campers give Melania charm bracelet to commemorate lost friends,https://nypost.com/2025/07/11/us-news/texas-flooding-donald-trump-melania-visit-victims-rescuers/
19,2025-07-11-15-59-15 +0000,nypost,"Head Start education program will be cut off for immigrants without legal status, Trump admin says",https://nypost.com/2025/07/11/us-news/head-start-will-be-cut-off-for-immigrants-without-legal-status-trump-admin-says/
19,2025-07-11-14-04-24 +0000,nypost,Sen. Bill Cassidy’s campaign touts record-setting $9M war chest as he leads primary challengers,https://nypost.com/2025/07/11/us-news/sen-bill-cassidys-campaign-touts-record-setting-9m-war-chest-as-he-fends-off-primary-challengers/
17,2025-07-11-17-50-29 +0000,latimes,Shohei Ohtani has top-selling MLB jersey so far this season. Two other Dodgers rank in top four,https://www.latimes.com/sports/story/2025-07-11/shohei-ohtani-top-selling-mlb-jersey-dodgers-freddie-freeman-mookie-betts
16,2025-07-12-02-08-29 +0000,nypost,Trump grants ICE ability to arrest ‘SLIMEBALL’ protesters who attack agents after chaotic California pot farm raid,https://nypost.com/2025/07/11/us-news/trump-grants-ice-ability-to-arrest-protesters-who-attack-agents-after-california-pot-farm-raid/
16,2025-07-11-14-53-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
15,2025-07-11-17-37-00 +0000,wsj,"Nuclear power exemplifies how revamping dated and onerous rules could kick-start investment and innovation, writes the WSJ’s Greg Ip",https://www.wsj.com/economy/trumps-unsung-economic-booster-deregulation-e46bce0b
15,2025-07-11-22-51-48 +0000,nypost,"Dow drops nearly 300 points after Trump teases 35% tariff on Canada, new threat to EU",https://nypost.com/2025/07/11/us-news/dow-drops-nearly-300-points-after-trump-teases-35-tariff-on-canada-new-threat-to-eu/
