score,pubdate,source,title,link
26,2025-07-12-11-44-37 +0000,nyt,"As Trump Sows Tariff Confusion, Rules of Global Commerce Give Way to Chaos",https://www.nytimes.com/2025/07/11/world/europe/trump-tariffs-global-trade-deals.html
24,2025-07-12-11-49-20 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
17,2025-07-11-14-39-16 +0000,bbc,Ex-MP faces two-year wait for betting offences trial,https://www.bbc.com/news/articles/c056v0m56pyo
15,2025-07-12-01-12-57 +0000,bbc,'They were just kids': Mother mourns sons killed in Israeli strike while waiting for aid,https://www.bbc.com/news/articles/cy9xgrrq54go
14,2025-07-11-16-24-19 +0000,bbc,Russians tell the BBC how they think the Ukraine war will end,https://www.bbc.com/news/videos/c1wp55wqq0lo
14,2025-07-11-21-06-00 +0000,wsj,Court Quashes Sept. 11 Plea Bargains That Military Judge Had Approved,https://www.wsj.com/us-news/law/september-11-plot-plea-deals-e781e88d
13,2025-07-11-15-41-42 +0000,bbc,"Gaza's largest functioning hospital facing disaster, medics warn, as Israel widens offensive",https://www.bbc.com/news/articles/cdx5zeywgrgo
13,2025-07-11-13-07-16 +0000,nyt,"As Climate Change Heats Up Europe’s Summers, Avignon Festival Tries to Adapt",https://www.nytimes.com/2025/07/11/theater/avignon-festival-heat-climate-change.html
11,2025-07-11-19-40-14 +0000,nyt,Trump’s Latest Canada Tariff Threats Come Despite Cordial Negotiations With Carney,https://www.nytimes.com/2025/07/11/world/canada/canada-trump-tariffs-trade-talks.html
11,2025-07-11-15-51-14 +0000,nyt,Rubio and China’s Top Envoy Vie for Influence in Asia Over Trump’s Tariffs,https://www.nytimes.com/2025/07/11/us/politics/china-us-asia-tariffs.html
