score,pubdate,source,title,link
39,2025-07-12-21-17-00 +0000,wsj,"President Trump traveled to the site of the Texas floods with two missions—to console, and to tout a new response to disasters where Washington takes a back seat to state and local responders",https://www.wsj.com/politics/policy/trump-texas-flood-visit-a7531953
25,2025-07-12-23-45-33 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
20,2025-07-12-00-00-00 +0000,wsj,The U.S.’s dramatic research and funding cuts as well as changes to skilled-worker immigration policies threaten one of its greatest economic advantages: people-powered innovation,https://www.wsj.com/politics/policy/us-brain-drain-recruitment-02df18a7
19,2025-07-12-16-58-40 +0000,nypost,College student attacked over NYC parking spot leaves Queens neighborhood — despite large show of community support,https://nypost.com/2025/07/12/us-news/college-student-in-parking-spot-brawl-reunites-lone-rescuer/
17,2025-07-12-20-56-38 +0000,nypost,"Secret Service officials were aware of ‘classified threat’ 10 days before Butler assassination attempt, failed to tell agents guarding Trump",https://nypost.com/2025/07/12/us-news/top-secret-service-officials-were-aware-of-classified-threat-10-days-before-butler-assassination-attempt-and-failed-to-tell-agents-law-enforcement-guarding-trump/
17,2025-07-12-12-00-00 +0000,wsj,"Nearly six months into President Trump’s second term, voluntary departures from the government have thinned the ranks so much that some agencies are saying more cuts aren’t necessary after all",https://www.wsj.com/politics/policy/federal-layoff-plans-buyout-offers-9d115dcd
17,2025-07-12-17-01-00 +0000,wsj,"The U.S. will charge a 30% tariff on the European Union and Mexico effective Aug. 1, President Trump said in letters to the leaders of each trading partner, posted on Truth Social",https://www.wsj.com/economy/trade/trump-threatens-30-tariffs-on-eu-mexico-c48ce36f
16,2025-07-12-21-11-05 +0000,bbc,The mushroom killer was obsessed with true crime. Now true crime fans are obsessed with her,https://www.bbc.com/news/articles/c0m8glx2zleo
15,2025-07-12-15-00-00 +0000,wsj,"Pardoned Jan. 6 defendants are the new draw at local GOP fundraisers, helping fill seats while getting a platform to recast the narrative of the riot at the U.S. Capitol",https://www.wsj.com/politics/jan-6-rioters-are-the-new-hot-event-in-town-for-republicans-e3a02170
15,2025-07-12-14-00-00 +0000,wsj,The White House has an explanation for the nearly $2 trillion of manufacturing-related projects announced since the start of the year. It’s the Trump Effect.,https://www.wsj.com/politics/policy/trump-new-us-factories-d2981280
