score,pubdate,source,title,link
34,2025-07-11-14-53-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
27,2025-07-11-08-22-06 +0000,nypost,"Georgia teen Sarah Grace Patrick accused of killing mom, stepdad posted TikTok videos for sympathy, asked true crime influencer to cover parents’ murder",https://nypost.com/2025/07/11/us-news/georgia-teen-sarah-grace-patrick-accused-of-killing-mom-stepdad-posted-tiktok-videos-for-sympathy-asked-true-crime-influencer-to-cover-parents-murder/
19,2025-07-11-08-06-08 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
18,2025-07-11-12-29-49 +0000,nypost,"Tom Homan rips violent clashes at California pot farm where illegal minors were working, blames Dems’ ‘Nazi’ rhetoric",https://nypost.com/2025/07/11/us-news/tom-homan-rips-violent-clash-at-california-pot-farm-as-proof-ice-protests-will-turn-deadly-blames-dems-nazi-rhetoric/
16,2025-07-11-15-41-42 +0000,bbc,"Gaza's largest functioning hospital facing disaster, medics warn, as Israel widens offensive",https://www.bbc.com/news/articles/cdx5zeywgrgo
16,2025-07-11-14-39-16 +0000,bbc,Ex-MP faces two-year wait for betting offences trial,https://www.bbc.com/news/articles/c056v0m56pyo
16,2025-07-11-09-30-00 +0000,wsj,"Nuclear power exemplifies how revamping dated and onerous rules could kick-start investment and innovation, writes the WSJ’s Greg Ip",https://www.wsj.com/economy/trumps-unsung-economic-booster-deregulation-e46bce0b
15,2025-07-11-14-04-24 +0000,nypost,Sen. Bill Cassidy’s campaign touts record-setting $9M war chest as he leads primary challengers,https://nypost.com/2025/07/11/us-news/sen-bill-cassidys-campaign-touts-record-setting-9m-war-chest-as-he-fends-off-primary-challengers/
13,2025-07-11-15-45-10 +0000,nypost,Hit-and-run driver kills two pedestrians on NYC street before zooming off: cops,https://nypost.com/2025/07/11/us-news/hit-and-run-driver-kills-two-pedestrians-on-nyc-street-before-zooming-off-cops/
13,2025-07-11-11-21-07 +0000,nypost,Infamous ‘tot mom’ Casey Anthony spotted cozying up with ex-cop-turned-gun store owner,https://nypost.com/2025/07/11/us-news/casey-anthony-linked-to-new-hampshire-ex-cop-benjamin-beauchemin/
