score,pubdate,source,title,link
42,2025-07-09-16-39-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
39,2025-07-10-04-39-28 +0000,nypost,Ex-CIA Director John Brennan says he’s had ‘no contact’ with federal authorities amid FBI probe – claims to be ‘clueless’ about why he’s being investigated,https://nypost.com/2025/07/10/us-news/ex-cia-director-john-brennan-says-hes-had-no-contact-with-federal-authorities-amid-fbi-probe-claims-to-be-clueless-about-why-hes-being-investigated/
22,2025-07-10-04-42-44 +0000,nypost,Philadelphia workers and city reach deal to end strike that halted residential trash pickup,https://nypost.com/2025/07/10/us-news/philadelphia-workers-union-reach-deal-to-end-strike-halting-residential-trash-pickup/
20,2025-07-10-05-03-24 +0000,nypost,"Jealous ex-wife allegedly spied on former husband, new family inside home for over 700 hours by tapping into Ring cameras: report",https://nypost.com/2025/07/10/us-news/california-ex-wife-spied-on-yantzy-villefranche-and-acacia-young-using-ring-cameras-inside-san-diego-home/
18,2025-07-09-20-37-43 +0000,nypost,Mike Johnson steps up calls for fresh Russia sanctions to ‘send Putin a message’ after Trump ripped Russian’s ‘bulls—‘,https://nypost.com/2025/07/09/us-news/mike-johnson-steps-up-calls-for-fresh-russia-sanctions-to-send-putin-a-message-after-trump-ripped-russians-bulls/
18,2025-07-09-20-25-00 +0000,wsj,Minutes from the Fed’s June policy meeting tease at a looming split over whether and when officials will resume rate cuts,https://www.wsj.com/economy/central-banking/june-fed-minutes-inflation-interest-rates-4911925c
17,2025-07-10-00-41-46 +0000,nypost,Haunting photos show a glimpse into Camp Mystic cabin where girls spent final moments before dying in Texas flood,https://nypost.com/2025/07/09/us-news/haunting-photos-show-a-glimpse-into-texas-camp-mystic-cabin/
16,2025-07-09-21-02-03 +0000,nypost,Ex-Long Island hospital CEO to sue parent company for breach of contract after Hochul’s ‘hostile takeover’ booted her,https://nypost.com/2025/07/09/us-news/ousted-long-island-hospital-ceo-for-breach-of-contract-after-hochuls-hostile-takeover-booted-her/
16,2025-07-09-09-36-00 +0000,wsj,Malaysia’s Central Bank Cuts Rates for First Time in Five Years,https://www.wsj.com/articles/malaysias-central-bank-cuts-rates-f19ea4d5
15,2025-07-09-20-49-26 +0000,nypost,"Trump dismisses Iran threatening poolside Mar-a-Lago assassination, says he’s ‘not too big into’ sunbathing: ‘Not sure it’s a threat’",https://nypost.com/2025/07/09/us-news/trump-says-hes-not-too-big-into-sunbathing-as-he-shrugs-off-iranian-threat-of-poolside-assassination/
