score,pubdate,source,title,link
37,2025-07-08-01-05-00 +0000,wsj,"President Trump reignited his global trade war Monday, renewing his threat to hit partners with punishing tariffs even as he announced a three-week extension to negotiate deals",https://www.wsj.com/economy/trade/trump-tariffs-deadline-august-trade-war-e916eb77
18,2025-07-08-16-20-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
17,2025-07-08-11-29-15 +0000,bbc,"'Hero' dad, twin girls and riverside campers among Texas flood victims",https://www.bbc.com/news/articles/c5ygl8lpyyqo
16,2025-07-07-19-36-43 +0000,bbc,Former Tory cabinet minister Jones joins Reform UK,https://www.bbc.com/news/articles/c93kwk00gkgo
12,2025-07-08-16-25-36 +0000,nyt,"As a Tourist Influx Makes Prices Soar, Hundreds Protest in Mexico City",https://www.nytimes.com/2025/07/05/world/americas/mexico-city-protest-gentrification.html
12,2025-07-07-21-08-41 +0000,bbc,South Africa start Wafcon defence with win over Ghana,https://www.bbc.com/sport/football/articles/cz7ln9lr17do
11,2025-07-08-15-32-07 +0000,bbc,"Canadian Armed Forces members plotted 'anti-government militia', police say",https://www.bbc.com/news/articles/cly8d0jxm8po
11,2025-07-08-16-41-29 +0000,bbc,Imposter used AI to pose as Marco Rubio and contact foreign ministers,https://www.bbc.com/news/articles/crrqkyyjewno
10,2025-07-08-15-57-02 +0000,bbc,Two crew killed in attack on cargo ship in Red Sea,https://www.bbc.com/news/articles/c70r9p6e8yxo
10,2025-07-07-19-36-04 +0000,bbc,At least 11 dead in Kenya protests as central Nairobi sealed off,https://www.bbc.com/news/articles/c78n397gzjpo
