score,pubdate,source,title,link
34,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
19,2025-07-11-08-06-08 +0000,bbc,"UK-France migrant deal 'robust' against legal challenges, Cooper says",https://www.bbc.com/news/articles/cx24d70gw41o
17,2025-07-10-21-38-24 +0000,latimes,Immigration raid at cannabis farm leads to violence in Camarillo as hundreds protest,https://www.latimes.com/california/story/2025-07-10/federal-immigration-sweep-ventura-county-farms
17,2025-07-11-10-00-00 +0000,latimes,"Arellano: 'La migra, la migra': Inside Huntington Park's long deportation summer",https://www.latimes.com/california/story/2025-07-11/huntington-park-deportations-history
16,2025-07-10-21-57-54 +0000,latimes,"Cal State L.A. allows online classes, excused absences as students express fear amid ICE raids",https://www.latimes.com/california/story/2025-07-10/cal-state-la-online-remote-classes-immigration-raids
16,2025-07-10-23-44-36 +0000,latimes,Los Angeles County sheriff's deputy pleads guilty to smuggling drugs into jail,https://www.latimes.com/california/story/2025-07-10/los-angeles-county-deputy-drugs-jail
12,2025-07-11-05-00-27 +0000,bbc,Starmer and Macron plead for patience in an impatient world,https://www.bbc.com/news/articles/clynxqdr157o
11,2025-07-11-10-00-00 +0000,latimes,Organizers hope the 2028 Summer Olympics present a 'refreshed global image of California',https://www.latimes.com/california/story/2025-07-11/2028-summer-olympics-tourism-planning
11,2025-07-11-00-52-29 +0000,latimes,New Trump rule immediately bans undocumented immigrants from Head Start child care,https://www.latimes.com/california/story/2025-07-10/trump-administration-bars-undocumented-families-head-start-child-care
11,2025-07-10-22-45-11 +0000,latimes,"As L.A. bakes, duration of heat waves is accelerating faster than climate change, UCLA study shows",https://www.latimes.com/california/story/2025-07-10/ucla-study-heat-wave-duration-faster-than-global-warming
