score,pubdate,source,title,link
53,2025-07-10-17-43-26 +0000,nypost,Pictured: Trump’s Secret Service agent who was suspended for response to Butler assassination attempt,https://nypost.com/2025/07/10/us-news/secret-service-agent-from-trump-protective-detail-at-butler-assassination-attempt-suspended-sources/
28,2025-07-10-04-39-28 +0000,nypost,Ex-CIA Director John Brennan says he’s had ‘no contact’ with federal authorities amid FBI probe – claims to be ‘clueless’ about why he’s being investigated,https://nypost.com/2025/07/10/us-news/ex-cia-director-john-brennan-says-hes-had-no-contact-with-federal-authorities-amid-fbi-probe-claims-to-be-clueless-about-why-hes-being-investigated/
26,2025-07-10-19-21-22 +0000,nypost,"Senate clears path to confirm first judge of Trump’s second term — but pace lags far behind Biden, first term",https://nypost.com/2025/07/10/us-news/senate-clears-path-to-confirm-whitney-hermandorfer-as-first-judge-of-trumps-second-term/
26,2025-07-10-15-01-21 +0000,nypost,"Marco Rubio slams Russia over Ukrainian war death count, just days after Trump calls out ‘bulls–t’ Vladimir Putin",https://nypost.com/2025/07/10/us-news/marco-rubio-meets-russias-sergei-lavrov-after-trump-calls-out-vladimir-putin/
25,2025-07-10-12-04-11 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
21,2025-07-10-23-49-13 +0000,nypost,Hakeem Jeffries’ team blasts Zohran Mamdani’s liberal ‘Team Gentrification’ as primary threats spark NYC Dem feud,https://nypost.com/2025/07/10/us-news/hakeem-jeffries-team-blasts-zohran-mamdanis-liberal-team-gentrification-as-primary-threats-spark-nyc-dem-feud/
20,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
18,2025-07-10-01-20-22 +0000,nypost,Supreme Court blocks Florida law banning illegal immigrants from the Sunshine State,https://nypost.com/2025/07/09/us-news/supreme-court-blocks-florida-law-banning-illegal-immigrants-from-the-sunshine-state/
18,2025-07-10-03-11-18 +0000,cbc,New Mexico residents watch in shock as flash flood sweeps entire house downstream,https://www.cbc.ca/news/world/house-swept-away-new-mexico-floods-1.7581436?cmp=rss
17,2025-07-10-01-17-00 +0000,wsj,A brewing debate inside the Federal Reserve over how to address risks posed by President Trump’s tariffs threatens to end a period of relative unity,https://www.wsj.com/economy/central-banking/what-division-inside-the-fed-means-for-future-rate-cuts-c5a9bdb8
