score,pubdate,source,title,link
49,2025-07-09-12-38-45 +0000,nypost,Trump boasted to donors that he threatened to ‘bomb the s–t out of Moscow’ if Putin invaded Ukraine: audio,https://nypost.com/2025/07/09/us-news/trump-boasted-to-donors-that-he-threatened-to-bomb-the-s-t-out-of-moscow-if-putin-invaded-ukraine-audio/
25,2025-07-09-23-14-54 +0000,nypost,Eric Adams’ mask ban hits a snag after Jewish groups call it ‘overly broad’ in bungled rollout of new proposed NYC law,https://nypost.com/2025/07/09/us-news/eric-adams-mask-ban-hits-a-snag-after-jewish-groups-call-it-overly-broad-in-bungled-rollout-of-new-proposed-nyc-law/
22,2025-07-10-02-18-55 +0000,nypost,Tatted-up Florida man accused of threatening ex with gory details about how he would decapitate her,https://nypost.com/2025/07/09/us-news/florida-man-accused-of-threatening-ex-with-gory-details-about-how-he-would-decapitate-her/
21,2025-07-10-00-26-49 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
20,2025-07-09-22-38-58 +0000,nypost,"Livvy Dunne struck out in bid to buy Babe Ruth’s NYC home after she put it on social media, ticking off co-op board: neighbor",https://nypost.com/2025/07/09/sports/livvy-dunne-struck-out-in-bid-to-buy-babe-ruths-nyc-home-after-she-put-it-on-social-media-ticking-off-co-op-board-neighbor/
19,2025-07-10-00-29-32 +0000,nypost,Hundreds of huge Amazon packages arrive at Calif. woman’s doorstep for over a year after Chinese seller lists her home as return address,https://nypost.com/2025/07/09/us-news/hundreds-of-huge-amazon-packages-arrive-at-calif-womans-doorstep-for-over-a-year-after-chinese-seller-lists-her-home-as-return-address/
18,2025-07-10-00-41-46 +0000,nypost,Haunting photos show a glimpse into Camp Mystic cabin where girls spent final moments before dying in Texas flood,https://nypost.com/2025/07/09/us-news/haunting-photos-show-a-glimpse-into-texas-camp-mystic-cabin/
16,2025-07-10-02-29-17 +0000,nypost,Secret Service suspends 6 agents assigned to protect Trump during Butler assassination attempt,https://nypost.com/2025/07/09/us-news/secret-service-suspends-6-agents-assigned-to-protect-trump-during-butler-assassination-attempt/
16,2025-07-09-20-37-43 +0000,nypost,Mike Johnson steps up calls for fresh Russia sanctions to ‘send Putin a message’ after Trump ripped Russian’s ‘bulls—‘,https://nypost.com/2025/07/09/us-news/mike-johnson-steps-up-calls-for-fresh-russia-sanctions-to-send-putin-a-message-after-trump-ripped-russians-bulls/
15,2025-07-09-23-59-56 +0000,nypost,"Crime, soaring rent to shutter LA’s oldest restaurant — which claims to have invented the French dip sandwich — after 117 years",https://nypost.com/2025/07/09/us-news/crime-soaring-rent-to-shutter-coles-french-dip-las-oldest-restaurant/
