score,pubdate,source,title,link
17,2025-07-12-13-13-54 +0000,startribune,Minneapolis rain gardens were built to reduce water pollution. Research shows they’re making it worse.,https://www.startribune.com/minneapolis-rain-gardens-were-built-to-reduce-water-pollution-research-shows-theyre-making-it-worse/601413538
17,2025-07-12-17-10-11 +0000,nypost,"Russian strikes kill 13 across Ukraine, as Putin attacks previously safe cities as part of new strategy",https://nypost.com/2025/07/12/world-news/russia-continues-to-pound-kyiv-targeting-previously-safe-western-ukrainian-cities/
16,2025-07-12-11-00-00 +0000,nypost,Jonestown mass death survivors who didn’t ‘drink the Kool-Aid’ weigh in on the site becoming a tourist attraction,https://nypost.com/2025/07/12/world-news/jonestown-survivors-weigh-in-on-site-becoming-tourist-attraction/
16,2025-07-12-20-22-44 +0000,nypost,"Gun-toting duo pistol-whip, rip $75K in jewelry off victim at his luxury NY pad: cops",https://nypost.com/2025/07/12/us-news/masked-gun-toting-duo-rip-75k-in-jewelry-from-westchester-homeowner/
16,2025-07-12-19-11-22 +0000,nypost,Wild video shows NYPD cop duke it out with brute during intense Starbucks brawl,https://nypost.com/2025/07/12/us-news/video-nypd-officer-dukes-it-out-with-wild-brute-throwing-food-during-starbucks-morning-smackdown/
15,2025-07-12-14-48-50 +0000,nypost,‘Jews for Zohran’ Mamdani group tied to niece of lefty China-based billionaire,https://nypost.com/2025/07/12/us-news/jews-for-zohran-mamdani-group-tied-to-niece-of-lefty-china-based-billionaire/
15,2025-07-12-21-23-35 +0000,nypost,"Hamas rejects latest cease-fire proposal in Qatar, insists on IDF withdrawal from the Gaza Strip",https://nypost.com/2025/07/12/world-news/hamas-rejects-latest-gaza-cease-fire-proposal-in-qatar/
15,2025-07-12-19-49-53 +0000,nypost,Bill Gates’ net worth plummets $51B within days as Microsoft mogul amps up philanthropy,https://nypost.com/2025/07/12/us-news/bill-gates-net-worth-plummets-51-billion-within-days/
15,2025-07-12-02-56-04 +0000,nypost,LA Mayor Karen Bass signs order to provide cash payments to immigrants affected by ICE raids,https://nypost.com/2025/07/11/us-news/la-mayor-karen-bass-signs-order-to-provide-cash-payments-to-immigrants-affected-by-ice-raids/
15,2025-07-12-16-51-17 +0000,nypost,"Reem Acra, who counts Taylor Swift as a fan, wins $39M payout after fire destroyed 2,000 dresses",https://nypost.com/2025/07/12/us-news/fashion-designer-reem-acra-wins-38-7-million-years-after-fire/
14,2025-07-12-21-34-16 +0000,nypost,Swarthy 21-year-old wins ‘complete joke’ Leonardo DiCaprio lookalike contest,https://nypost.com/2025/07/12/lifestyle/this-21-year-old-nj-resident-was-crowned-leonardo-dicaprio-doppelganger/
14,2025-07-12-17-11-45 +0000,nypost,15-year-old illegal migrant arrested for Long Island murder: cops,https://nypost.com/2025/07/12/us-news/15-year-old-illegal-migrant-arrested-for-long-island-murder-cops/
13,2025-07-12-22-10-44 +0000,nypost,"Blazing inferno tears through Bay Ridge building in Brooklyn, injuring 4 including firefighter",https://nypost.com/2025/07/12/us-news/marshals-probing-cause-of-blaze/
13,2025-07-11-23-30-46 +0000,startribune,Minneapolis landlord opens homeless camps on his parking lots in defiance of city,https://www.startribune.com/minneapolis-landlord-opens-homeless-camps-on-his-parking-lots-in-defiance-of-city/601419545
13,2025-07-12-13-13-36 +0000,startribune,"Former staff allege addiction treatment provider Care Crossings is breaking law, putting clients at risk",https://www.startribune.com/former-staff-allege-addiction-treatment-provider-care-crossings-breaking-law-putting-clients-at-risk/601366057
13,2025-07-12-20-12-43 +0000,nypost,"Notorious member of ‘Hillside Stranglers’ serial killing duo, Kenneth Bianchi, denied parole",https://nypost.com/2025/07/12/us-news/hillside-stranglers-parole-denied-for-the-8th-time-by-california-board/
13,2025-07-12-18-28-05 +0000,nypost,"Possible rare mountain lion sighting in Rochester has residents panicking, as the city issues shelter-in-place order",https://nypost.com/2025/07/12/lifestyle/mountain-lion-possibly-sighted-in-this-new-york-city/
13,2025-07-12-20-42-18 +0000,nypost,Putin backs hardline ‘zero enrichment’ for Iran’s nuclear capabilities: report,https://nypost.com/2025/07/12/world-news/putin-told-iran-to-agree-to-zero-enrichment-report/
12,2025-07-12-20-36-23 +0000,startribune,MPCA: Eagan recycling plant released elevated levels of lead into the air for months,https://www.startribune.com/eagan-recycling-plant-released-elevated-levels-of-lead-into-the-air-for-months-mpca/601420707
12,2025-07-12-09-15-28 +0000,nypost,US sanctions Cuban President Díaz-Canel and other officials for human rights violations,https://nypost.com/2025/07/12/us-news/us-sanctions-cuban-president-diaz-canel-and-other-officials-for-human-rights-violations/
12,2025-07-12-09-30-00 +0000,wsj,Pittsburgh is striving to turn its old steel mills into a high-tech center to help reverse economic decline,https://www.wsj.com/tech/ai/can-pittsburghs-old-steel-mills-be-turned-into-an-ai-hub-bb2dd8ff
12,2025-07-12-17-13-04 +0000,nyt,Two Palestinians Are Killed in a West Bank Clash With Israeli Settlers,https://www.nytimes.com/2025/07/12/world/middleeast/palestinians-killed-by-israelis-in-west-bank.html
11,2025-07-12-15-19-10 +0000,nyt,Timeline Details Final Seconds of Crashed Air India Flight,https://www.nytimes.com/2025/07/12/world/asia/air-india-crash-report-timeline.html
11,2025-07-12-13-44-16 +0000,nypost,Not very neighborly: Nearly 60% of Canadians see the US as their biggest threat,https://nypost.com/2025/07/12/world-news/nearly-60-of-canadians-see-us-as-nations-biggest-threat/
10,2025-07-12-14-58-43 +0000,nypost,Mexican TikTok star Aldo Miranda dead at 32 in apparent suicide: reports,https://nypost.com/2025/07/12/world-news/mexican-tiktok-star-aldo-miranda-dead-in-apparent-suicide-report/
10,2025-07-12-19-51-56 +0000,nypost,Billionaire’s son ignored $15M promise to buy Jackson Pollock painting: lawsuit,https://nypost.com/2025/07/12/us-news/david-mimran-sued-for-failing-to-pay-for-15m-jackson-pollock/
10,2025-07-12-00-40-06 +0000,bbc,Is William Ruto the most disliked president in Kenya's history?,https://www.bbc.com/news/articles/c93kv37qdeno
10,2025-07-12-19-06-50 +0000,nypost,Boeing settles with man whose wife and 3 children died in 737 MAX crash,https://nypost.com/2025/07/12/world-news/boeing-settles-with-man-whose-family-died-in-737-max-crash/
9,2025-07-12-21-52-59 +0000,bbc,Morocco and Zambia win to reach Wafcon quarter-finals,https://www.bbc.com/sport/football/articles/cly1914y133o
9,2025-07-12-11-13-43 +0000,nyt,They Fled War in Ethiopia. Then American Bombs Found Them.,https://www.nytimes.com/2025/07/12/world/middleeast/ethiopia-yemen-american-bombs.html
8,2025-07-12-21-57-01 +0000,startribune,"Byron Buxton hits for the cycle, driving the Twins to victory over the Pirates",https://www.startribune.com/minnesota-twins-byron-buxton-hit-for-cycle-pittsburgh-pirates/601420773
8,2025-07-11-22-56-21 +0000,nyt,"Maya Ruler’s Tomb Is Unearthed in Belize, With Clues to His Ancient World",https://www.nytimes.com/2025/07/10/world/americas/maya-tomb-caracol-belize.html
8,2025-07-12-13-14-11 +0000,startribune,"A colony of cormorants is dumping 14,500 pounds of feces in this south metro lake",https://www.startribune.com/cormorants-lake-augusta-mendota-heights/601384321
8,2025-07-12-20-51-58 +0000,startribune,UnitedHealth invokes executive’s murder in campaign to quiet critics,https://www.startribune.com/unitedhealth-campaign-quiet-critics/601420679
7,2025-07-12-21-18-42 +0000,bbc,Everything you need to know about Wafcon 2024 finals,https://www.bbc.com/sport/football/articles/cqj7k2pwx4no
7,2025-07-12-10-00-09 +0000,nyt,A Beloved Canadian Chocolate Bar Disappears From the Market,https://www.nytimes.com/2025/07/12/world/canada/neilson-jersey-milk-discontinued.html
6,2025-07-12-17-09-20 +0000,nypost,Feisty flamingos threaten production of risotto in Italy,https://nypost.com/2025/07/12/world-news/flamingos-are-threatening-risotto-italys-signature-dish/
6,2025-07-12-00-01-53 +0000,nyt,Heat Warnings Issued for Parts of Eastern Canada,https://www.nytimes.com/2025/07/11/weather/canada-heat-warnings.html
5,2025-07-12-04-01-13 +0000,nyt,"When It’s This Hot, ‘We Are Enduring, Not Living’",https://www.nytimes.com/2025/07/12/world/asia/pakistan-heat.html
