score,pubdate,source,title,link
30,2025-07-12-16-17-04 +0000,nypost,Widow of killed fire chief not satisfied with Secret Service suspensions over Trump assassination attempt,https://nypost.com/2025/07/12/us-news/corey-comperatores-widow-not-satisfied-with-secret-service-suspensions/
27,2025-07-12-17-23-07 +0000,nyt,Air India Plane Crash Report Says Fuel to Engines Was Cut Off,https://www.nytimes.com/2025/07/11/world/asia/air-india-crash-report.html
19,2025-07-12-16-58-40 +0000,nypost,College student attacked over NYC parking spot leaves Queens neighborhood — despite large show of community support,https://nypost.com/2025/07/12/us-news/college-student-in-parking-spot-brawl-reunites-lone-rescuer/
18,2025-07-12-13-26-21 +0000,nypost,Brooklyn DA rules on criminal charges against ‘King of All Pimps’ — who recruited Eliot Spitzer hooker Ashley Dupré,https://nypost.com/2025/07/12/us-news/king-of-all-pimps-who-recruited-then-ny-gov-eliot-spitzer-hooker-ashley-dupre-cleared-in-spat-with-youtuber/
17,2025-07-11-19-40-14 +0000,nyt,Trump’s Latest Canada Tariff Threats Come Despite Cordial Negotiations With Carney,https://www.nytimes.com/2025/07/11/world/canada/canada-trump-tariffs-trade-talks.html
15,2025-07-12-13-40-08 +0000,nypost,FEMA removed dozens of Camp Mystic buildings from 100-year flood map before expansion: records,https://nypost.com/2025/07/12/us-news/fema-removed-dozens-of-camp-mystic-buildings-from-100-year-flood-map-before-expansion-records/
14,2025-07-12-14-00-00 +0000,nypost,Christians United for Israel offers support where others fail: ‘Won’t let Jewish people suffer on our watch!’,https://nypost.com/2025/07/12/us-news/christians-united-for-israel-offers-support-where-many-fail/
13,2025-07-12-14-44-37 +0000,nypost,Felix the Cat heirs claim they were cut out of $100M in business from popular cartoon feline,https://nypost.com/2025/07/12/us-news/felix-the-cat-heirs-claim-they-were-cut-out-of-100-million-lawsuit/
13,2025-07-12-15-29-35 +0000,nypost,NYC Councilman and Central Park 5 figure Yusuf Salaam owes six figures in taxes — despite big money from speaking fees,https://nypost.com/2025/07/12/us-news/yusuf-salaam-owes-six-figures-in-taxes-despite-speaking-fees/
12,2025-07-12-18-28-05 +0000,nypost,"Possible rare mountain lion sighting in Rochester has residents panicking, as the city issues shelter-in-place order",https://nypost.com/2025/07/12/lifestyle/mountain-lion-possibly-sighted-in-this-new-york-city/
