score,pubdate,source,title,link
34,2025-07-09-22-57-20 +0000,nyt,"Trump Pledges 50% Tariffs Against Brazil, Citing ‘Witch Hunt’ Against Bolsonaro",https://www.nytimes.com/2025/07/09/world/americas/brazil-trump-bolsonaro-lula-coup-tariff.html
18,2025-07-09-00-11-42 +0000,bbc,Moment house is swept away in New Mexico flash flooding,https://www.bbc.com/news/videos/cren2zq1y3qo
17,2025-07-09-22-33-01 +0000,cbc,What we know (so far) about the plot to seize land in Quebec and the military men allegedly behind it,https://www.cbc.ca/news/politics/rcmp-militia-members-plot-1.7580658?cmp=rss
16,2025-07-09-20-36-58 +0000,bbc,'Huge wall of water': Texas man stood on meter box to survive deadly floods,https://www.bbc.com/news/articles/c3358pz41d6o
14,2025-07-09-16-06-35 +0000,bbc,EU hopes to agree US tariff deal 'in coming days',https://www.bbc.com/news/articles/cev0n01y8wwo
13,2025-07-09-15-36-01 +0000,bbc,Ancelotti gets jail term for tax evasion but will not go to prison,https://www.bbc.com/sport/football/articles/czeyjw0nx27o
12,2025-07-09-00-34-08 +0000,bbc,Are India's skies safe? Air safety watchdog responds amid rising concerns,https://www.bbc.com/news/articles/cvgnr828z0go
12,2025-07-09-12-19-38 +0000,bbc,"Get your act together, Post Office victims tell Starmer",https://www.bbc.com/news/articles/crk6r2615vzo
11,2025-07-09-22-14-22 +0000,nyt,Trump Discusses Economic Investment With African Leaders at White House Meeting,https://www.nytimes.com/2025/07/09/us/politics/trump-african-leaders-china.html
10,2025-07-09-13-01-52 +0000,nyt,Philadelphia Union Reaches Deal to End Strike That Led to Trash Pileup,https://www.nytimes.com/2025/07/09/world/americas/philadelphia-strike-trash.html
