score,pubdate,source,title,link
49,2025-07-10-16-08-00 +0000,wsj,"Businesses hoping for clarity on where Trump tariffs land will likely have to wait a bit longer. For now, here’s where things stand.",https://www.wsj.com/economy/trade/trump-tariffs-countries-goods-explained-b9878e1a
23,2025-07-10-12-00-00 +0000,nypost,I was fed up with ‘toxic’ sunscreens so I started making my own with a ‘hero ingredient’ — now Oprah’s a fan,https://nypost.com/2025/07/10/health/my-nontoxic-sunscreens-hero-ingredient-gets-rid-of-white-cast/
22,2025-07-10-16-43-05 +0000,bbc,"UK faces rising and unpredictable threat from Iran, report warns",https://www.bbc.com/news/articles/c98wjzj4jlpo
21,2025-07-10-01-07-30 +0000,bbc,Trump threatens Brazil with 50% tariff and demands Bolsonaro's trial end,https://www.bbc.com/news/articles/c784ee81y4zo
20,2025-07-10-20-53-02 +0000,nypost,Don Lemon’s lawsuit against Elon Musk for axing X show gets green light,https://nypost.com/2025/07/10/media/don-lemons-lawsuit-against-elon-musk-for-axing-x-show-gets-green-light/
20,2025-07-10-10-50-45 +0000,bbc,Deadly new Russian drone and missile attack hits Kyiv,https://www.bbc.com/news/articles/cj3rvpe06rxo
19,2025-07-10-00-36-34 +0000,bbc,"US sanctions UN expert Francesca Albanese, critic of Israel's Gaza offensive",https://www.bbc.com/news/articles/c70rllxr0kyo
17,2025-07-10-15-43-16 +0000,nypost,Former Moët Hennessy exec claims ‘sexist’ bosses told her she needed ‘anti-seduction’ training: lawsuit,https://nypost.com/2025/07/10/business/former-moet-hennessy-exec-claims-sexist-bosses-told-her-she-needed-anti-seduction-training/
16,2025-07-10-18-00-31 +0000,bbc,"'One in, one out' sounds simple - but the migrant deal could be complicated",https://www.bbc.com/news/articles/c8d60djgqndo
15,2025-07-10-16-08-22 +0000,bbc,Russia's intensifying drone war is spreading fear and eroding Ukrainian morale,https://www.bbc.com/news/articles/c0m8gn7grn2o
